id_tarea,id_asignacion,nombre,fecha_asignacion,fecha_limite,estado,tiempo_estimado,tiempo_real,prioridad
158,29,Tarea genérica 158,2016-09-04,2016-09-09,completada,5.0,5.5,media
159,29,Tarea genérica 159,2016-12-03,2016-12-08,completada,5.0,5.5,media
160,30,Tarea genérica 160,2016-09-20,2016-09-25,completada,5.0,5.5,media
161,30,Tarea genérica 161,2016-06-12,2016-06-17,completada,5.0,5.5,media
162,30,Tarea genérica 162,2016-10-30,2016-11-04,completada,5.0,5.5,media
163,30,Tarea genérica 163,2016-05-18,2016-05-23,completada,5.0,5.5,media
164,31,Tarea genérica 164,2022-10-19,2022-10-24,completada,5.0,5.5,media
165,31,Tarea genérica 165,2022-10-15,2022-10-20,completada,5.0,5.5,media
166,31,Tarea genérica 166,2022-09-05,2022-09-10,completada,5.0,5.5,media
167,31,Tarea genérica 167,2022-10-12,2022-10-17,completada,5.0,5.5,media
168,31,Tarea genérica 168,2022-09-03,2022-09-08,completada,5.0,5.5,media
169,32,Tarea genérica 169,2022-10-17,2022-10-22,completada,5.0,5.5,media
170,32,Tarea genérica 170,2022-09-30,2022-10-05,completada,5.0,5.5,media
171,32,Tarea genérica 171,2022-09-21,2022-09-26,completada,5.0,5.5,media
172,32,Tarea genérica 172,2022-10-02,2022-10-07,completada,5.0,5.5,media
173,32,Tarea genérica 173,2022-09-10,2022-09-15,completada,5.0,5.5,media
174,33,Tarea genérica 174,2022-09-18,2022-09-23,completada,5.0,5.5,media
175,33,Tarea genérica 175,2022-10-07,2022-10-12,completada,5.0,5.5,media
176,33,Tarea genérica 176,2022-09-16,2022-09-21,completada,5.0,5.5,media
177,33,Tarea genérica 177,2022-10-15,2022-10-20,completada,5.0,5.5,media
178,34,Tarea genérica 178,2022-10-18,2022-10-23,completada,5.0,5.5,media
179,34,Tarea genérica 179,2022-11-01,2022-11-06,completada,5.0,5.5,media
180,34,Tarea genérica 180,2022-09-09,2022-09-14,completada,5.0,5.5,media
181,34,Tarea genérica 181,2022-09-16,2022-09-21,completada,5.0,5.5,media
182,34,Tarea genérica 182,2022-09-13,2022-09-18,completada,5.0,5.5,media
183,34,Tarea genérica 183,2022-10-29,2022-11-03,completada,5.0,5.5,media
184,35,Tarea genérica 184,2022-09-12,2022-09-17,completada,5.0,5.5,media
185,35,Tarea genérica 185,2022-09-19,2022-09-24,completada,5.0,5.5,media
186,35,Tarea genérica 186,2022-09-02,2022-09-07,completada,5.0,5.5,media
187,35,Tarea genérica 187,2022-10-30,2022-11-04,completada,5.0,5.5,media
188,35,Tarea genérica 188,2022-10-28,2022-11-02,completada,5.0,5.5,media
189,35,Tarea genérica 189,2022-09-30,2022-10-05,completada,5.0,5.5,media
190,35,Tarea genérica 190,2022-10-15,2022-10-20,completada,5.0,5.5,media
191,35,Tarea genérica 191,2022-09-19,2022-09-24,completada,5.0,5.5,media
192,36,Tarea genérica 192,2022-10-30,2022-11-04,completada,5.0,5.5,media
193,36,Tarea genérica 193,2022-09-10,2022-09-15,completada,5.0,5.5,media
194,36,Tarea genérica 194,2022-09-20,2022-09-25,completada,5.0,5.5,media
195,36,Tarea genérica 195,2022-10-22,2022-10-27,completada,5.0,5.5,media
196,37,Tarea genérica 196,2022-09-02,2022-09-07,completada,5.0,5.5,media
197,37,Tarea genérica 197,2022-09-28,2022-10-03,completada,5.0,5.5,media
198,37,Tarea genérica 198,2022-10-21,2022-10-26,completada,5.0,5.5,media
199,37,Tarea genérica 199,2022-10-08,2022-10-13,completada,5.0,5.5,media
200,37,Tarea genérica 200,2022-10-03,2022-10-08,completada,5.0,5.5,media
201,38,Tarea genérica 201,2022-09-18,2022-09-23,completada,5.0,5.5,media
202,38,Tarea genérica 202,2022-10-04,2022-10-09,completada,5.0,5.5,media
203,38,Tarea genérica 203,2022-10-28,2022-11-02,completada,5.0,5.5,media
204,38,Tarea genérica 204,2022-09-16,2022-09-21,completada,5.0,5.5,media
205,38,Tarea genérica 205,2022-10-02,2022-10-07,completada,5.0,5.5,media
206,38,Tarea genérica 206,2022-10-19,2022-10-24,completada,5.0,5.5,media
207,39,Tarea genérica 207,2022-09-05,2022-09-10,completada,5.0,5.5,media
208,39,Tarea genérica 208,2022-10-21,2022-10-26,completada,5.0,5.5,media
209,39,Tarea genérica 209,2022-09-18,2022-09-23,completada,5.0,5.5,media
210,39,Tarea genérica 210,2022-10-22,2022-10-27,completada,5.0,5.5,media
211,39,Tarea genérica 211,2022-09-09,2022-09-14,completada,5.0,5.5,media
212,39,Tarea genérica 212,2022-10-06,2022-10-11,completada,5.0,5.5,media
213,39,Tarea genérica 213,2022-10-07,2022-10-12,completada,5.0,5.5,media
214,39,Tarea genérica 214,2022-10-08,2022-10-13,completada,5.0,5.5,media
215,40,Tarea genérica 215,2016-12-03,2016-12-08,completada,5.0,5.5,media
216,40,Tarea genérica 216,2016-12-26,2016-12-31,completada,5.0,5.5,media
217,40,Tarea genérica 217,2016-12-26,2016-12-31,completada,5.0,5.5,media
218,40,Tarea genérica 218,2016-11-29,2016-12-04,completada,5.0,5.5,media
219,40,Tarea genérica 219,2017-01-08,2017-01-13,completada,5.0,5.5,media
220,40,Tarea genérica 220,2016-11-14,2016-11-19,completada,5.0,5.5,media
221,40,Tarea genérica 221,2016-11-30,2016-12-05,completada,5.0,5.5,media
222,40,Tarea genérica 222,2016-11-29,2016-12-04,completada,5.0,5.5,media
223,41,Tarea genérica 223,2016-12-19,2016-12-24,completada,5.0,5.5,media
224,41,Tarea genérica 224,2016-11-18,2016-11-23,completada,5.0,5.5,media
225,41,Tarea genérica 225,2016-12-10,2016-12-15,completada,5.0,5.5,media
226,41,Tarea genérica 226,2016-11-19,2016-11-24,completada,5.0,5.5,media
227,41,Tarea genérica 227,2016-12-16,2016-12-21,completada,5.0,5.5,media
228,41,Tarea genérica 228,2016-12-02,2016-12-07,completada,5.0,5.5,media
229,41,Tarea genérica 229,2016-12-26,2016-12-31,completada,5.0,5.5,media
230,42,Tarea genérica 230,2016-11-14,2016-11-19,completada,5.0,5.5,media
231,42,Tarea genérica 231,2016-12-25,2016-12-30,completada,5.0,5.5,media
232,42,Tarea genérica 232,2016-11-28,2016-12-03,completada,5.0,5.5,media
233,42,Tarea genérica 233,2016-12-07,2016-12-12,completada,5.0,5.5,media
234,42,Tarea genérica 234,2016-11-13,2016-11-18,completada,5.0,5.5,media
235,42,Tarea genérica 235,2016-12-18,2016-12-23,completada,5.0,5.5,media
236,42,Tarea genérica 236,2016-11-18,2016-11-23,completada,5.0,5.5,media
237,42,Tarea genérica 237,2016-12-23,2016-12-28,completada,5.0,5.5,media
238,43,Tarea genérica 238,2017-01-09,2017-01-14,completada,5.0,5.5,media
239,43,Tarea genérica 239,2016-12-01,2016-12-06,completada,5.0,5.5,media
240,43,Tarea genérica 240,2016-12-06,2016-12-11,completada,5.0,5.5,media
241,43,Tarea genérica 241,2016-12-30,2017-01-04,completada,5.0,5.5,media
242,43,Tarea genérica 242,2016-12-19,2016-12-24,completada,5.0,5.5,media
243,43,Tarea genérica 243,2016-12-04,2016-12-09,completada,5.0,5.5,media
244,44,Tarea genérica 244,2016-11-16,2016-11-21,completada,5.0,5.5,media
245,44,Tarea genérica 245,2016-11-13,2016-11-18,completada,5.0,5.5,media
246,44,Tarea genérica 246,2016-12-17,2016-12-22,completada,5.0,5.5,media
247,44,Tarea genérica 247,2016-11-25,2016-11-30,completada,5.0,5.5,media
248,44,Tarea genérica 248,2016-12-13,2016-12-18,completada,5.0,5.5,media
249,44,Tarea genérica 249,2016-12-02,2016-12-07,completada,5.0,5.5,media
250,45,Tarea genérica 250,2016-11-30,2016-12-05,completada,5.0,5.5,media
251,45,Tarea genérica 251,2017-01-06,2017-01-11,completada,5.0,5.5,media
252,45,Tarea genérica 252,2016-12-18,2016-12-23,completada,5.0,5.5,media
253,46,Tarea genérica 253,2017-01-02,2017-01-07,completada,5.0,5.5,media
254,46,Tarea genérica 254,2017-01-11,2017-01-16,completada,5.0,5.5,media
255,46,Tarea genérica 255,2016-11-17,2016-11-22,completada,5.0,5.5,media
256,46,Tarea genérica 256,2017-01-03,2017-01-08,completada,5.0,5.5,media
257,47,Tarea genérica 257,2016-12-31,2017-01-05,completada,5.0,5.5,media
258,47,Tarea genérica 258,2016-12-09,2016-12-14,completada,5.0,5.5,media
259,47,Tarea genérica 259,2016-12-13,2016-12-18,completada,5.0,5.5,media
260,48,Tarea genérica 260,2024-01-06,2024-01-11,completada,5.0,5.5,media
261,48,Tarea genérica 261,2023-12-15,2023-12-20,completada,5.0,5.5,media
262,48,Tarea genérica 262,2023-10-15,2023-10-20,completada,5.0,5.5,media
263,48,Tarea genérica 263,2023-10-13,2023-10-18,completada,5.0,5.5,media
264,48,Tarea genérica 264,2023-08-16,2023-08-21,completada,5.0,5.5,media
265,49,Tarea genérica 265,2023-08-31,2023-09-05,completada,5.0,5.5,media
266,49,Tarea genérica 266,2023-11-17,2023-11-22,completada,5.0,5.5,media
267,49,Tarea genérica 267,2023-10-01,2023-10-06,completada,5.0,5.5,media
268,49,Tarea genérica 268,2023-09-30,2023-10-05,completada,5.0,5.5,media
269,49,Tarea genérica 269,2023-10-20,2023-10-25,completada,5.0,5.5,media
270,49,Tarea genérica 270,2023-09-19,2023-09-24,completada,5.0,5.5,media
271,50,Tarea genérica 271,2024-01-06,2024-01-11,completada,5.0,5.5,media
272,50,Tarea genérica 272,2023-11-29,2023-12-04,completada,5.0,5.5,media
273,50,Tarea genérica 273,2023-12-26,2023-12-31,completada,5.0,5.5,media
274,50,Tarea genérica 274,2023-12-06,2023-12-11,completada,5.0,5.5,media
275,51,Tarea genérica 275,2023-11-19,2023-11-24,completada,5.0,5.5,media
276,51,Tarea genérica 276,2023-09-26,2023-10-01,completada,5.0,5.5,media
277,51,Tarea genérica 277,2023-12-30,2024-01-04,completada,5.0,5.5,media
278,52,Tarea genérica 278,2020-12-14,2020-12-19,completada,5.0,5.5,media
279,52,Tarea genérica 279,2020-04-10,2020-04-15,completada,5.0,5.5,media
280,52,Tarea genérica 280,2020-04-11,2020-04-16,completada,5.0,5.5,media
281,52,Tarea genérica 281,2020-12-20,2020-12-25,completada,5.0,5.5,media
282,53,Tarea genérica 282,2020-08-11,2020-08-16,completada,5.0,5.5,media
283,53,Tarea genérica 283,2020-06-25,2020-06-30,completada,5.0,5.5,media
284,53,Tarea genérica 284,2020-10-23,2020-10-28,completada,5.0,5.5,media
285,54,Tarea genérica 285,2020-07-13,2020-07-18,completada,5.0,5.5,media
286,54,Tarea genérica 286,2020-06-05,2020-06-10,completada,5.0,5.5,media
287,54,Tarea genérica 287,2020-09-06,2020-09-11,completada,5.0,5.5,media
288,54,Tarea genérica 288,2020-07-06,2020-07-11,completada,5.0,5.5,media
289,54,Tarea genérica 289,2020-11-05,2020-11-10,completada,5.0,5.5,media
290,54,Tarea genérica 290,2020-12-10,2020-12-15,completada,5.0,5.5,media
291,54,Tarea genérica 291,2020-05-31,2020-06-05,completada,5.0,5.5,media
292,54,Tarea genérica 292,2020-03-03,2020-03-08,completada,5.0,5.5,media
293,55,Tarea genérica 293,2020-05-25,2020-05-30,completada,5.0,5.5,media
294,55,Tarea genérica 294,2020-09-01,2020-09-06,completada,5.0,5.5,media
295,55,Tarea genérica 295,2020-08-28,2020-09-02,completada,5.0,5.5,media
296,55,Tarea genérica 296,2020-06-01,2020-06-06,completada,5.0,5.5,media
297,55,Tarea genérica 297,2020-05-12,2020-05-17,completada,5.0,5.5,media
298,55,Tarea genérica 298,2020-11-02,2020-11-07,completada,5.0,5.5,media
299,56,Tarea genérica 299,2020-08-30,2020-09-04,completada,5.0,5.5,media
300,56,Tarea genérica 300,2020-07-17,2020-07-22,completada,5.0,5.5,media
301,56,Tarea genérica 301,2020-09-29,2020-10-04,completada,5.0,5.5,media
302,56,Tarea genérica 302,2020-08-07,2020-08-12,completada,5.0,5.5,media
303,56,Tarea genérica 303,2020-09-20,2020-09-25,completada,5.0,5.5,media
304,56,Tarea genérica 304,2020-09-30,2020-10-05,completada,5.0,5.5,media
305,56,Tarea genérica 305,2020-07-05,2020-07-10,completada,5.0,5.5,media
306,57,Tarea genérica 306,2020-10-05,2020-10-10,completada,5.0,5.5,media
307,57,Tarea genérica 307,2020-07-21,2020-07-26,completada,5.0,5.5,media
308,57,Tarea genérica 308,2020-07-07,2020-07-12,completada,5.0,5.5,media
309,57,Tarea genérica 309,2020-07-09,2020-07-14,completada,5.0,5.5,media
310,57,Tarea genérica 310,2020-07-14,2020-07-19,completada,5.0,5.5,media
311,57,Tarea genérica 311,2020-08-11,2020-08-16,completada,5.0,5.5,media
312,57,Tarea genérica 312,2020-07-02,2020-07-07,completada,5.0,5.5,media
313,57,Tarea genérica 313,2020-10-08,2020-10-13,completada,5.0,5.5,media
314,58,Tarea genérica 314,2020-09-14,2020-09-19,completada,5.0,5.5,media
315,58,Tarea genérica 315,2020-09-13,2020-09-18,completada,5.0,5.5,media
316,58,Tarea genérica 316,2020-09-04,2020-09-09,completada,5.0,5.5,media
317,58,Tarea genérica 317,2020-08-18,2020-08-23,completada,5.0,5.5,media
318,58,Tarea genérica 318,2020-07-02,2020-07-07,completada,5.0,5.5,media
319,58,Tarea genérica 319,2020-09-16,2020-09-21,completada,5.0,5.5,media
320,59,Tarea genérica 320,2020-08-03,2020-08-08,completada,5.0,5.5,media
321,59,Tarea genérica 321,2020-07-24,2020-07-29,completada,5.0,5.5,media
322,59,Tarea genérica 322,2020-09-04,2020-09-09,completada,5.0,5.5,media
323,59,Tarea genérica 323,2020-07-26,2020-07-31,completada,5.0,5.5,media
324,59,Tarea genérica 324,2020-07-25,2020-07-30,completada,5.0,5.5,media
325,59,Tarea genérica 325,2020-10-05,2020-10-10,completada,5.0,5.5,media
326,59,Tarea genérica 326,2020-08-22,2020-08-27,completada,5.0,5.5,media
327,60,Tarea genérica 327,2020-08-30,2020-09-04,completada,5.0,5.5,media
328,60,Tarea genérica 328,2020-08-14,2020-08-19,completada,5.0,5.5,media
329,60,Tarea genérica 329,2020-10-02,2020-10-07,completada,5.0,5.5,media
330,60,Tarea genérica 330,2020-07-24,2020-07-29,completada,5.0,5.5,media
331,60,Tarea genérica 331,2020-07-20,2020-07-25,completada,5.0,5.5,media
332,60,Tarea genérica 332,2020-08-05,2020-08-10,completada,5.0,5.5,media
333,61,Tarea genérica 333,2025-10-10,2025-10-15,pendiente,5.0,5.5,media
334,61,Tarea genérica 334,2025-11-04,2025-11-09,pendiente,5.0,5.5,media
335,61,Tarea genérica 335,2025-11-07,2025-11-12,pendiente,5.0,5.5,media
336,61,Tarea genérica 336,2025-10-10,2025-10-15,pendiente,5.0,5.5,media
