id_asignacion,id_empleado,id_proyecto,rol,fecha_asignacion,estado
120,105,19,Developer,2020-09-27,finalizado
121,105,20,Developer,2017-09-16,activo
122,76,20,Developer,2017-09-16,activo
123,103,20,Tester,2017-09-16,activo
124,2,20,Tester,2017-09-16,activo
125,17,20,Developer,2017-09-16,activo
126,46,20,Developer,2017-09-16,activo
127,78,20,Developer,2017-09-16,activo
128,60,21,Developer,2016-09-06,finalizado
129,44,21,Developer,2016-09-06,finalizado
130,101,21,Tester,2016-09-06,finalizado
131,51,21,Developer,2016-09-06,finalizado
132,45,21,Tester,2016-09-06,finalizado
133,39,21,Developer,2016-09-06,finalizado
134,24,21,Developer,2016-09-06,finalizado
135,106,21,Developer,2016-09-06,finalizado
136,115,22,Developer,2020-11-26,finalizado
137,46,22,Tester,2020-11-26,finalizado
138,64,22,Tester,2020-11-26,finalizado
139,22,22,Developer,2020-11-26,finalizado
140,100,22,Developer,2020-11-26,finalizado
141,105,23,Developer,2019-09-10,finalizado
142,115,23,Tester,2019-09-10,finalizado
143,25,23,Tester,2019-09-10,finalizado
144,88,23,Tester,2019-09-10,finalizado
145,40,24,Developer,2017-02-07,finalizado
146,117,24,Developer,2017-02-07,finalizado
147,37,24,Tester,2017-02-07,finalizado
148,33,24,Tester,2017-02-07,finalizado
149,33,25,Tester,2017-09-10,finalizado
150,106,25,Developer,2017-09-10,finalizado
151,17,25,Tester,2017-09-10,finalizado
152,24,25,Developer,2017-09-10,finalizado
153,75,25,Developer,2017-09-10,finalizado
154,15,25,Tester,2017-09-10,finalizado
155,37,25,Developer,2017-09-10,finalizado
156,76,25,Developer,2017-09-10,finalizado
157,2,25,Developer,2017-09-10,finalizado
158,3,26,Tester,2023-07-14,finalizado
159,73,26,Developer,2023-07-14,finalizado
160,99,26,Developer,2023-07-14,finalizado
161,50,26,Developer,2023-07-14,finalizado
162,33,26,Developer,2023-07-14,finalizado
163,88,26,Developer,2023-07-14,finalizado
164,17,26,Developer,2023-07-14,finalizado
165,72,26,Developer,2023-07-14,finalizado
166,110,26,Tester,2023-07-14,finalizado
167,120,26,Developer,2023-07-14,finalizado
168,56,27,Developer,2022-08-17,finalizado
169,45,27,Tester,2022-08-17,finalizado
170,115,27,Developer,2022-08-17,finalizado
171,28,27,Developer,2022-08-17,finalizado
172,44,27,Developer,2022-08-17,finalizado
173,4,27,Developer,2022-08-17,finalizado
174,67,27,Tester,2022-08-17,finalizado
175,6,27,Developer,2022-08-17,finalizado
176,70,28,Developer,2024-05-08,finalizado
177,108,28,Tester,2024-05-08,finalizado
178,82,28,Developer,2024-05-08,finalizado
179,53,28,Developer,2024-05-08,finalizado
180,4,28,Developer,2024-05-08,finalizado
181,99,29,Developer,2020-12-10,finalizado
182,1,29,Developer,2020-12-10,finalizado
183,96,29,Developer,2020-12-10,finalizado
184,25,29,Tester,2020-12-10,finalizado
185,32,29,Developer,2020-12-10,finalizado
186,67,29,Developer,2020-12-10,finalizado
187,27,29,Developer,2020-12-10,finalizado
188,56,30,Developer,2017-08-25,finalizado
189,102,30,Developer,2017-08-25,finalizado
190,33,30,Developer,2017-08-25,finalizado
191,106,30,Developer,2017-08-25,finalizado
192,24,30,Developer,2017-08-25,finalizado
193,101,30,Developer,2017-08-25,finalizado
194,66,30,Developer,2017-08-25,finalizado
195,97,30,Developer,2017-08-25,finalizado
196,74,30,Developer,2017-08-25,finalizado
197,73,30,Developer,2017-08-25,finalizado
198,109,31,Developer,2025-07-18,activo
199,67,31,Developer,2025-07-18,activo
200,47,31,Tester,2025-07-18,activo
201,43,31,Tester,2025-07-18,activo
202,92,31,Developer,2025-07-18,activo
203,36,31,Developer,2025-07-18,activo
204,8,31,Developer,2025-07-18,activo
205,94,31,Developer,2025-07-18,activo
206,22,31,Developer,2025-07-18,activo
207,3,32,Developer,2024-06-27,finalizado
208,42,32,Tester,2024-06-27,finalizado
209,28,32,Tester,2024-06-27,finalizado
210,46,32,Tester,2024-06-27,finalizado
211,33,33,Developer,2021-10-13,activo
212,17,33,Developer,2021-10-13,activo
213,37,33,Developer,2021-10-13,activo
214,40,33,Developer,2021-10-13,activo
215,106,33,Developer,2021-10-13,activo
216,72,33,Developer,2021-10-13,activo
217,87,33,Tester,2021-10-13,activo
218,47,33,Tester,2021-10-13,activo
219,117,34,Developer,2017-08-24,finalizado
220,11,34,Developer,2017-08-24,finalizado
221,40,34,Developer,2017-08-24,finalizado
222,45,34,Developer,2017-08-24,finalizado
223,24,34,Developer,2017-08-24,finalizado
224,33,34,Tester,2017-08-24,finalizado
225,66,35,Tester,2022-07-02,finalizado
226,56,35,Tester,2022-07-02,finalizado
227,105,35,Developer,2022-07-02,finalizado
228,73,35,Developer,2022-07-02,finalizado
229,99,35,Developer,2022-07-02,finalizado
230,91,35,Developer,2022-07-02,finalizado
231,100,36,Developer,2023-04-14,finalizado
232,64,36,Developer,2023-04-14,finalizado
233,9,36,Tester,2023-04-14,finalizado
234,116,36,Tester,2023-04-14,finalizado
235,85,36,Developer,2023-04-14,finalizado
236,98,37,Developer,2025-11-03,activo
237,26,37,Tester,2025-11-03,activo
238,120,37,Developer,2025-11-03,activo
239,57,37,Developer,2025-11-03,activo
240,29,37,Developer,2025-11-03,activo
241,118,37,Developer,2025-11-03,activo
242,115,37,Tester,2025-11-03,activo
243,65,37,Developer,2025-11-03,activo
244,82,38,Developer,2024-12-30,finalizado
245,29,38,Developer,2024-12-30,finalizado
246,32,38,Developer,2024-12-30,finalizado
247,94,38,Developer,2024-12-30,finalizado
248,113,39,Developer,2024-08-12,finalizado
249,77,39,Developer,2024-08-12,finalizado
250,47,39,Developer,2024-08-12,finalizado
251,52,39,Developer,2024-08-12,finalizado
252,102,39,Developer,2024-08-12,finalizado
253,38,39,Tester,2024-08-12,finalizado
254,46,39,Developer,2024-08-12,finalizado
255,64,40,Tester,2020-03-02,finalizado
256,102,40,Developer,2020-03-02,finalizado
257,25,40,Developer,2020-03-02,finalizado
258,41,40,Developer,2020-03-02,finalizado
259,85,40,Tester,2020-03-02,finalizado
260,86,40,Developer,2020-03-02,finalizado
261,72,40,Developer,2020-03-02,finalizado
262,105,40,Developer,2020-03-02,finalizado
263,56,40,Developer,2020-03-02,finalizado
264,97,41,Tester,2024-08-22,finalizado
265,100,41,Developer,2024-08-22,finalizado
266,29,41,Developer,2024-08-22,finalizado
267,87,41,Developer,2024-08-22,finalizado
268,70,41,Developer,2024-08-22,finalizado
269,3,41,Developer,2024-08-22,finalizado
270,40,41,Developer,2024-08-22,finalizado
271,98,41,Developer,2024-08-22,finalizado
272,106,41,Developer,2024-08-22,finalizado
273,85,42,Developer,2019-10-17,finalizado
274,103,42,Developer,2019-10-17,finalizado
275,86,42,Developer,2019-10-17,finalizado
276,102,42,Developer,2019-10-17,finalizado
277,89,42,Developer,2019-10-17,finalizado
278,60,42,Tester,2019-10-17,finalizado
279,5,42,Developer,2019-10-17,finalizado
280,25,42,Developer,2019-10-17,finalizado
281,32,43,Developer,2023-01-29,finalizado
282,82,43,Tester,2023-01-29,finalizado
283,101,43,Developer,2023-01-29,finalizado
284,71,43,Developer,2023-01-29,finalizado
285,41,43,Developer,2023-01-29,finalizado
286,6,43,Developer,2023-01-29,finalizado
287,4,43,Developer,2023-01-29,finalizado
288,50,43,Developer,2023-01-29,finalizado
289,97,43,Developer,2023-01-29,finalizado
290,43,44,Developer,2023-07-24,finalizado
291,44,44,Developer,2023-07-24,finalizado
292,21,44,Developer,2023-07-24,finalizado
293,38,44,Developer,2023-07-24,finalizado
294,63,45,Developer,2015-12-20,finalizado
295,68,45,Developer,2015-12-20,finalizado
296,60,45,Developer,2015-12-20,finalizado
297,44,45,Tester,2015-12-20,finalizado
298,37,45,Developer,2015-12-20,finalizado
299,86,46,Developer,2024-07-04,finalizado
300,102,46,Tester,2024-07-04,finalizado
301,81,46,Developer,2024-07-04,finalizado
302,76,46,Tester,2024-07-04,finalizado
303,83,46,Tester,2024-07-04,finalizado
304,14,46,Developer,2024-07-04,finalizado
305,33,47,Tester,2018-12-19,finalizado
306,73,47,Tester,2018-12-19,finalizado
307,76,47,Tester,2018-12-19,finalizado
308,103,47,Tester,2018-12-19,finalizado
309,63,47,Developer,2018-12-19,finalizado
310,106,47,Developer,2018-12-19,finalizado
311,39,47,Tester,2018-12-19,finalizado
312,30,47,Developer,2018-12-19,finalizado
313,96,47,Developer,2018-12-19,finalizado
314,64,48,Developer,2024-02-03,activo
315,115,48,Developer,2024-02-03,activo
316,117,48,Developer,2024-02-03,activo
317,28,48,Developer,2024-02-03,activo
318,14,48,Developer,2024-02-03,activo
319,51,49,Developer,2016-08-28,finalizado
320,56,49,Developer,2016-08-28,finalizado
321,44,49,Developer,2016-08-28,finalizado
322,117,49,Tester,2016-08-28,finalizado
323,97,50,Tester,2022-11-14,finalizado
324,94,50,Tester,2022-11-14,finalizado
325,110,50,Developer,2022-11-14,finalizado
326,39,50,Tester,2022-11-14,finalizado
327,90,50,Developer,2022-11-14,finalizado
328,93,50,Tester,2022-11-14,finalizado
329,18,51,Developer,2020-12-27,finalizado
330,25,51,Developer,2020-12-27,finalizado
331,41,51,Developer,2020-12-27,finalizado
332,60,51,Developer,2020-12-27,finalizado
333,37,51,Developer,2020-12-27,finalizado
334,63,51,Tester,2020-12-27,finalizado
335,113,52,Developer,2021-04-28,finalizado
336,83,52,Tester,2021-04-28,finalizado
337,75,52,Developer,2021-04-28,finalizado
338,33,52,Developer,2021-04-28,finalizado
339,16,52,Developer,2021-04-28,finalizado
340,44,52,Developer,2021-04-28,finalizado
341,100,52,Developer,2021-04-28,finalizado
342,38,52,Developer,2021-04-28,finalizado
343,74,53,Developer,2016-07-07,finalizado
344,56,53,Developer,2016-07-07,finalizado
345,103,53,Developer,2016-07-07,finalizado
346,106,53,Tester,2016-07-07,finalizado
347,60,53,Developer,2016-07-07,finalizado
348,105,53,Developer,2016-07-07,finalizado
349,101,54,Developer,2019-08-28,finalizado
350,51,54,Developer,2019-08-28,finalizado
351,68,54,Developer,2019-08-28,finalizado
352,105,54,Tester,2019-08-28,finalizado
353,2,54,Developer,2019-08-28,finalizado
354,17,54,Developer,2019-08-28,finalizado
355,25,54,Developer,2019-08-28,finalizado
356,63,54,Developer,2019-08-28,finalizado
357,40,55,Tester,2017-05-29,finalizado
358,78,55,Developer,2017-05-29,finalizado
359,39,55,Developer,2017-05-29,finalizado
360,56,55,Tester,2017-05-29,finalizado
361,102,55,Developer,2017-05-29,finalizado
362,44,55,Tester,2017-05-29,finalizado
363,63,55,Tester,2017-05-29,finalizado
364,97,55,Developer,2017-05-29,finalizado
365,24,56,Developer,2017-06-19,finalizado
366,40,56,Developer,2017-06-19,finalizado
367,74,56,Developer,2017-06-19,finalizado
368,51,56,Developer,2017-06-19,finalizado
369,63,56,Tester,2017-06-19,finalizado
370,34,56,Developer,2017-06-19,finalizado
371,39,56,Developer,2017-06-19,finalizado
372,73,56,Developer,2017-06-19,finalizado
373,30,56,Developer,2017-06-19,finalizado
374,97,56,Developer,2017-06-19,finalizado
375,20,57,Developer,2025-06-24,finalizado
376,3,57,Tester,2025-06-24,finalizado
377,59,57,Developer,2025-06-24,finalizado
378,111,57,Developer,2025-06-24,finalizado
379,77,57,Developer,2025-06-24,finalizado
380,11,58,Tester,2021-10-04,finalizado
381,82,58,Developer,2021-10-04,finalizado
382,13,58,Tester,2021-10-04,finalizado
383,94,58,Developer,2021-10-04,finalizado
384,41,58,Developer,2021-10-04,finalizado
385,4,58,Developer,2021-10-04,finalizado
386,18,58,Developer,2021-10-04,finalizado
387,34,58,Developer,2021-10-04,finalizado
388,90,59,Developer,2021-09-08,finalizado
389,106,59,Tester,2021-09-08,finalizado
390,15,59,Developer,2021-09-08,finalizado
391,5,59,Developer,2021-09-08,finalizado
392,94,59,Developer,2021-09-08,finalizado
393,2,59,Developer,2021-09-08,finalizado
394,56,59,Tester,2021-09-08,finalizado
395,73,59,Developer,2021-09-08,finalizado
396,33,60,Developer,2018-08-10,finalizado
397,40,60,Developer,2018-08-10,finalizado
398,78,60,Developer,2018-08-10,finalizado
399,73,60,Tester,2018-08-10,finalizado
400,24,61,Developer,2016-07-28,finalizado
401,33,61,Developer,2016-07-28,finalizado
402,76,61,Developer,2016-07-28,finalizado
403,11,61,Developer,2016-07-28,finalizado
404,83,62,Developer,2021-03-31,finalizado
405,120,62,Developer,2021-03-31,finalizado
406,11,62,Developer,2021-03-31,finalizado
407,2,62,Tester,2021-03-31,finalizado
408,40,62,Tester,2021-03-31,finalizado
409,101,63,Developer,2021-01-01,finalizado
410,33,63,Developer,2021-01-01,finalizado
411,115,63,Developer,2021-01-01,finalizado
412,14,63,Tester,2021-01-01,finalizado
413,79,64,Developer,2024-10-14,finalizado
414,21,64,Developer,2024-10-14,finalizado
415,93,64,Developer,2024-10-14,finalizado
416,64,64,Developer,2024-10-14,finalizado
417,3,64,Developer,2024-10-14,finalizado
418,60,64,Developer,2024-10-14,finalizado
419,114,64,Developer,2024-10-14,finalizado
420,100,64,Tester,2024-10-14,finalizado
421,96,64,Tester,2024-10-14,finalizado
422,17,64,Tester,2024-10-14,finalizado
423,40,65,Developer,2021-02-14,activo
424,76,65,Tester,2021-02-14,activo
425,60,65,Tester,2021-02-14,activo
426,46,65,Developer,2021-02-14,activo
427,74,65,Tester,2021-02-14,activo
428,115,65,Tester,2021-02-14,activo
429,64,65,Developer,2021-02-14,activo
430,73,65,Developer,2021-02-14,activo
431,116,65,Developer,2021-02-14,activo
432,39,66,Developer,2016-09-13,finalizado
433,37,66,Developer,2016-09-13,finalizado
434,63,66,Tester,2016-09-13,finalizado
435,56,66,Tester,2016-09-13,finalizado
436,101,66,Developer,2016-09-13,finalizado
437,41,66,Developer,2016-09-13,finalizado
438,117,66,Developer,2016-09-13,finalizado
439,68,66,Developer,2016-09-13,finalizado
440,105,66,Tester,2016-09-13,finalizado
441,44,66,Developer,2016-09-13,finalizado
442,76,67,Tester,2023-02-05,finalizado
443,75,67,Developer,2023-02-05,finalizado
444,1,67,Developer,2023-02-05,finalizado
445,86,67,Developer,2023-02-05,finalizado
446,117,67,Developer,2023-02-05,finalizado
447,14,67,Developer,2023-02-05,finalizado
448,66,67,Tester,2023-02-05,finalizado
449,63,67,Developer,2023-02-05,finalizado
450,68,67,Developer,2023-02-05,finalizado
451,33,68,Developer,2020-04-10,finalizado
452,38,68,Developer,2020-04-10,finalizado
453,105,68,Tester,2020-04-10,finalizado
454,56,68,Developer,2020-04-10,finalizado
455,67,68,Tester,2020-04-10,finalizado
456,100,68,Developer,2020-04-10,finalizado
457,97,68,Developer,2020-04-10,finalizado
458,105,69,Developer,2019-10-04,finalizado
459,34,69,Developer,2019-10-04,finalizado
460,14,69,Tester,2019-10-04,finalizado
461,56,69,Developer,2019-10-04,finalizado
462,33,69,Tester,2019-10-04,finalizado
463,45,69,Developer,2019-10-04,finalizado
464,3,69,Tester,2019-10-04,finalizado
465,115,69,Developer,2019-10-04,finalizado
466,82,69,Tester,2019-10-04,finalizado
467,103,70,Developer,2019-06-18,finalizado
468,82,70,Developer,2019-06-18,finalizado
469,68,70,Developer,2019-06-18,finalizado
470,15,70,Developer,2019-06-18,finalizado
471,76,70,Developer,2019-06-18,finalizado
472,78,70,Developer,2019-06-18,finalizado
473,24,71,Developer,2023-04-22,finalizado
474,53,71,Tester,2023-04-22,finalizado
475,111,71,Developer,2023-04-22,finalizado
476,101,71,Developer,2023-04-22,finalizado
477,14,71,Developer,2023-04-22,finalizado
478,44,71,Developer,2023-04-22,finalizado
479,32,71,Developer,2023-04-22,finalizado
480,13,71,Tester,2023-04-22,finalizado
481,4,71,Tester,2023-04-22,finalizado
482,21,71,Developer,2023-04-22,finalizado
483,97,72,Tester,2019-05-28,finalizado
484,100,72,Tester,2019-05-28,finalizado
485,38,72,Tester,2019-05-28,finalizado
486,86,72,Developer,2019-05-28,finalizado
487,101,72,Developer,2019-05-28,finalizado
488,44,72,Developer,2019-05-28,finalizado
489,27,72,Developer,2019-05-28,finalizado
490,44,73,Tester,2017-09-06,finalizado
491,30,73,Tester,2017-09-06,finalizado
492,34,73,Developer,2017-09-06,finalizado
493,76,73,Developer,2017-09-06,finalizado
494,37,73,Tester,2017-09-06,finalizado
495,24,74,Developer,2020-01-11,finalizado
496,106,74,Developer,2020-01-11,finalizado
497,103,74,Tester,2020-01-11,finalizado
498,14,74,Developer,2020-01-11,finalizado
499,38,75,Developer,2024-07-26,finalizado
500,12,75,Developer,2024-07-26,finalizado
501,82,75,Developer,2024-07-26,finalizado
502,87,75,Tester,2024-07-26,finalizado
503,26,75,Developer,2024-07-26,finalizado
504,29,75,Developer,2024-07-26,finalizado
505,115,75,Developer,2024-07-26,finalizado
506,45,75,Developer,2024-07-26,finalizado
507,56,76,Developer,2016-10-27,finalizado
508,37,76,Developer,2016-10-27,finalizado
509,78,76,Developer,2016-10-27,finalizado
510,103,76,Tester,2016-10-27,finalizado
511,33,76,Tester,2016-10-27,finalizado
512,34,76,Developer,2016-10-27,finalizado
513,105,76,Developer,2016-10-27,finalizado
514,110,77,Developer,2020-08-10,finalizado
515,44,77,Developer,2020-08-10,finalizado
516,22,77,Developer,2020-08-10,finalizado
517,43,77,Tester,2020-08-10,finalizado
518,97,78,Developer,2021-01-29,finalizado
519,12,78,Developer,2021-01-29,finalizado
520,64,78,Developer,2021-01-29,finalizado
521,73,78,Developer,2021-01-29,finalizado
522,41,78,Developer,2021-01-29,finalizado
523,37,78,Developer,2021-01-29,finalizado
524,105,78,Developer,2021-01-29,finalizado
525,30,78,Developer,2021-01-29,finalizado
526,117,78,Tester,2021-01-29,finalizado
527,105,79,Tester,2022-03-25,finalizado
528,17,79,Developer,2022-03-25,finalizado
529,97,79,Developer,2022-03-25,finalizado
530,116,79,Developer,2022-03-25,finalizado
531,94,79,Developer,2022-03-25,finalizado
532,51,80,Developer,2018-04-11,finalizado
533,15,80,Developer,2018-04-11,finalizado
534,64,80,Developer,2018-04-11,finalizado
535,117,80,Developer,2018-04-11,finalizado
536,68,80,Developer,2018-04-11,finalizado
537,74,80,Developer,2018-04-11,finalizado
538,76,80,Developer,2018-04-11,finalizado
539,39,80,Developer,2018-04-11,finalizado
540,56,80,Developer,2018-04-11,finalizado
541,96,81,Developer,2018-08-28,finalizado
542,68,81,Developer,2018-08-28,finalizado
543,117,81,Tester,2018-08-28,finalizado
544,66,81,Developer,2018-08-28,finalizado
545,86,81,Developer,2018-08-28,finalizado
546,44,81,Developer,2018-08-28,finalizado
547,15,81,Developer,2018-08-28,finalizado
548,100,82,Developer,2019-07-18,finalizado
549,24,82,Developer,2019-07-18,finalizado
550,17,82,Developer,2019-07-18,finalizado
551,27,82,Developer,2019-07-18,finalizado
552,103,82,Developer,2019-07-18,finalizado
553,78,82,Tester,2019-07-18,finalizado
554,14,82,Developer,2019-07-18,finalizado
555,101,82,Developer,2019-07-18,finalizado
556,43,82,Developer,2019-07-18,finalizado
557,2,83,Tester,2024-01-18,finalizado
558,72,83,Developer,2024-01-18,finalizado
559,107,83,Tester,2024-01-18,finalizado
560,112,83,Tester,2024-01-18,finalizado
561,101,83,Developer,2024-01-18,finalizado
562,66,84,Developer,2016-11-30,finalizado
563,45,84,Tester,2016-11-30,finalizado
564,15,84,Developer,2016-11-30,finalizado
565,105,84,Developer,2016-11-30,finalizado
566,44,84,Tester,2016-11-30,finalizado
567,30,84,Developer,2016-11-30,finalizado
568,74,84,Tester,2016-11-30,finalizado
569,106,84,Developer,2016-11-30,finalizado
570,41,84,Tester,2016-11-30,finalizado
571,25,85,Developer,2021-12-21,finalizado
572,37,85,Tester,2021-12-21,finalizado
573,46,85,Tester,2021-12-21,finalizado
574,100,85,Developer,2021-12-21,finalizado
575,103,85,Developer,2021-12-21,finalizado
576,33,85,Tester,2021-12-21,finalizado
577,33,86,Tester,2020-05-07,finalizado
578,96,86,Developer,2020-05-07,finalizado
579,56,86,Developer,2020-05-07,finalizado
580,8,86,Tester,2020-05-07,finalizado
581,83,86,Tester,2020-05-07,finalizado
582,78,86,Developer,2020-05-07,finalizado
583,85,86,Developer,2020-05-07,finalizado
584,41,86,Tester,2020-05-07,finalizado
585,105,86,Tester,2020-05-07,finalizado
586,100,87,Developer,2018-03-09,finalizado
587,3,87,Developer,2018-03-09,finalizado
588,97,87,Developer,2018-03-09,finalizado
589,96,87,Tester,2018-03-09,finalizado
590,34,87,Developer,2018-03-09,finalizado
591,41,87,Developer,2018-03-09,finalizado
592,66,88,Tester,2017-05-28,finalizado
593,117,88,Tester,2017-05-28,finalizado
594,11,88,Developer,2017-05-28,finalizado
595,76,88,Tester,2017-05-28,finalizado
596,73,88,Developer,2017-05-28,finalizado
597,24,88,Developer,2017-05-28,finalizado
598,37,88,Developer,2017-05-28,finalizado
599,75,88,Tester,2017-05-28,finalizado
600,74,88,Developer,2017-05-28,finalizado
601,39,89,Tester,2018-06-02,finalizado
602,86,89,Developer,2018-06-02,finalizado
603,34,89,Tester,2018-06-02,finalizado
604,75,89,Developer,2018-06-02,finalizado
605,24,89,Developer,2018-06-02,finalizado
606,68,90,Developer,2019-01-03,finalizado
607,39,90,Tester,2019-01-03,finalizado
608,33,90,Tester,2019-01-03,finalizado
609,105,90,Developer,2019-01-03,finalizado
610,15,91,Developer,2018-12-09,finalizado
611,105,91,Developer,2018-12-09,finalizado
612,75,91,Developer,2018-12-09,finalizado
613,33,91,Developer,2018-12-09,finalizado
614,60,92,Developer,2016-09-29,finalizado
615,56,92,Developer,2016-09-29,finalizado
616,68,92,Tester,2016-09-29,finalizado
617,41,92,Developer,2016-09-29,finalizado
618,63,92,Tester,2016-09-29,finalizado
619,37,92,Developer,2016-09-29,finalizado
620,3,92,Tester,2016-09-29,finalizado
621,45,92,Developer,2016-09-29,finalizado
622,101,92,Tester,2016-09-29,finalizado
623,74,92,Developer,2016-09-29,finalizado
624,41,93,Developer,2019-05-15,finalizado
625,75,93,Developer,2019-05-15,finalizado
626,11,93,Tester,2019-05-15,finalizado
627,100,93,Tester,2019-05-15,finalizado
628,46,93,Developer,2019-05-15,finalizado
629,27,93,Developer,2019-05-15,finalizado
630,89,93,Developer,2019-05-15,finalizado
631,117,93,Tester,2019-05-15,finalizado
632,3,93,Developer,2019-05-15,finalizado
633,76,93,Developer,2019-05-15,finalizado
634,103,94,Developer,2017-06-14,finalizado
635,41,94,Developer,2017-06-14,finalizado
636,66,94,Developer,2017-06-14,finalizado
637,51,94,Developer,2017-06-14,finalizado
638,68,94,Developer,2017-06-14,finalizado
639,30,94,Developer,2017-06-14,finalizado
