id_hecho_calidad,id_proyecto,id_tiempo,tipo_prueba,severidad,cantidad_defectos_encontrados
97,2,20230806,integración,nula,0
98,2,20230806,sistema,nula,0
99,2,20230808,sistema,nula,0
100,2,20230811,integración,nula,0
101,2,20230812,integración,nula,0
102,2,20230814,integración,nula,0
103,2,20230815,integración,baja,1
104,2,20230820,sistema,nula,0
105,2,20230821,integración,media,1
106,2,20230821,sistema,nula,0
107,2,20230822,integración,nula,0
108,2,20230823,sistema,media,1
109,2,20230823,sistema,nula,0
110,2,20230824,integración,nula,0
111,2,20230825,sistema,nula,0
112,2,20230826,integración,nula,0
113,2,20230826,sistema,nula,0
114,2,20230829,integración,alta,1
115,2,20230830,sistema,nula,0
116,2,20230831,integración,crítica,1
117,2,20230903,integración,media,1
118,2,20230904,sistema,nula,0
119,2,20230905,sistema,media,1
120,2,20230906,sistema,nula,0
121,2,20230907,integración,baja,1
122,2,20230908,sistema,nula,0
123,2,20230909,integración,nula,0
124,2,20230910,sistema,crítica,1
125,2,20230911,sistema,nula,0
126,2,20230912,integración,nula,0
127,2,20230916,sistema,baja,1
128,2,20230917,integración,baja,1
129,2,20230917,integración,nula,0
130,2,20230917,sistema,nula,0
131,2,20230918,integración,baja,1
132,2,20230919,integración,alta,1
133,2,20230921,integración,nula,0
134,2,20230924,integración,nula,0
135,2,20230926,integración,nula,0
136,2,20230929,integración,nula,0
137,2,20230930,integración,nula,0
138,2,20231001,integración,nula,0
139,2,20231002,integración,nula,0
140,2,20231002,sistema,crítica,1
141,2,20231013,sistema,nula,0
142,2,20231014,sistema,nula,0
143,2,20231015,sistema,nula,0
144,2,20231017,integración,nula,0
145,2,20231018,integración,nula,0
146,2,20231021,integración,nula,0
147,2,20231021,sistema,nula,0
148,2,20231023,integración,crítica,1
149,2,20231030,sistema,baja,1
150,2,20231031,integración,nula,0
151,2,20231102,integración,baja,1
152,2,20231102,integración,nula,0
153,2,20231104,integración,media,1
154,2,20231104,sistema,nula,0
155,2,20231107,integración,nula,0
156,2,20231111,integración,nula,0
157,2,20231112,sistema,nula,0
158,2,20231116,integración,nula,0
159,2,20231119,integración,nula,0
160,2,20231124,integración,media,1
161,2,20231127,sistema,alta,1
162,2,20231127,sistema,nula,0
163,2,20231128,sistema,nula,0
164,2,20231129,integración,nula,0
165,2,20231209,sistema,nula,0
166,2,20231210,integración,nula,0
167,3,20190828,integración,nula,0
168,3,20191001,integración,nula,0
169,3,20191002,sistema,nula,0
170,3,20191003,integración,nula,0
171,3,20191004,integración,nula,0
172,3,20191005,integración,nula,0
173,3,20191006,integración,nula,0
174,3,20191009,sistema,nula,0
175,3,20191012,integración,crítica,1
176,3,20191015,integración,nula,0
177,3,20191016,sistema,alta,1
178,3,20191023,sistema,media,1
179,3,20191025,integración,nula,0
180,3,20191030,integración,nula,0
181,3,20191030,sistema,nula,0
182,3,20191101,integración,nula,0
183,3,20191101,sistema,nula,0
184,3,20191102,sistema,nula,0
185,3,20191103,sistema,alta,1
186,3,20191108,integración,nula,0
187,3,20191108,sistema,nula,0
188,3,20191109,sistema,media,1
189,3,20191112,integración,nula,0
190,3,20191112,sistema,nula,0
191,3,20191113,integración,nula,0
192,3,20191114,integración,nula,0
193,3,20191115,integración,nula,0
194,3,20191118,integración,media,1
195,3,20191119,sistema,nula,0
196,3,20191120,integración,nula,0
197,3,20191120,sistema,crítica,1
198,3,20191121,integración,nula,0
199,3,20191122,integración,nula,0
200,3,20191123,integración,nula,0
201,3,20191123,sistema,nula,0
202,3,20191125,integración,nula,0
203,3,20191125,sistema,baja,1
204,3,20191126,sistema,nula,0
205,3,20191128,integración,crítica,1
206,3,20191128,integración,nula,0
207,3,20191129,integración,nula,0
208,3,20191130,integración,nula,0
209,3,20191130,sistema,nula,0
210,3,20191201,sistema,nula,0
211,3,20191202,integración,media,1
212,3,20191202,sistema,alta,1
213,3,20191203,integración,nula,0
214,3,20191203,sistema,nula,0
215,3,20191204,integración,nula,0
216,3,20191205,sistema,nula,0
217,3,20191206,sistema,nula,0
218,3,20191207,sistema,nula,0
219,3,20191208,sistema,media,1
220,3,20191210,sistema,nula,0
221,3,20191211,integración,nula,0
222,3,20191211,sistema,crítica,1
223,3,20191211,sistema,nula,0
224,3,20191212,integración,nula,0
225,3,20191212,sistema,media,1
226,3,20191213,integración,baja,1
227,3,20191213,integración,nula,0
228,3,20191214,integración,nula,0
229,3,20191215,integración,nula,0
230,3,20191215,sistema,nula,0
231,3,20191216,integración,nula,0
232,3,20191216,sistema,alta,1
233,3,20191216,sistema,nula,0
234,3,20191217,integración,nula,0
235,3,20191217,sistema,baja,1
236,3,20191218,integración,nula,0
237,3,20191219,integración,media,1
238,3,20191219,integración,nula,0
239,3,20191220,sistema,alta,1
240,3,20191220,sistema,nula,0
241,3,20191221,integración,alta,1
242,3,20191221,integración,nula,0
243,3,20191222,integración,nula,0
244,3,20191222,sistema,media,1
245,3,20191223,sistema,media,1
246,3,20191224,sistema,nula,0
247,3,20191225,integración,nula,0
248,3,20191225,sistema,nula,0
249,3,20191226,integración,nula,0
250,3,20191227,integración,nula,0
251,3,20191228,sistema,alta,1
252,3,20191228,sistema,nula,0
253,3,20191229,integración,nula,0
254,3,20191229,sistema,baja,1
255,3,20191229,sistema,nula,0
256,3,20191230,sistema,alta,1
257,3,20191230,sistema,nula,0
258,3,20191231,integración,media,1
259,3,20191231,integración,nula,0
260,3,20200101,integración,crítica,1
261,3,20200101,integración,media,1
262,3,20200101,integración,nula,0
263,3,20200101,sistema,nula,0
264,3,20200102,integración,media,1
265,3,20200103,sistema,nula,0
266,3,20200104,sistema,nula,0
267,3,20200105,integración,nula,0
268,3,20200105,sistema,alta,1
269,3,20200105,sistema,nula,0
270,3,20200106,sistema,nula,0
271,3,20200107,sistema,nula,0
272,3,20200108,integración,nula,0
273,3,20200108,sistema,baja,1
274,3,20200108,sistema,nula,0
275,3,20200109,integración,nula,0
276,3,20200110,integración,media,1
277,3,20200110,integración,nula,0
278,3,20200111,integración,baja,1
279,3,20200111,integración,nula,0
280,3,20200111,sistema,nula,0
281,3,20200113,integración,nula,0
282,3,20200113,sistema,alta,1
283,3,20200115,sistema,nula,0
284,3,20200116,integración,nula,0
285,3,20200116,sistema,nula,0
286,3,20200118,integración,nula,0
287,3,20200118,sistema,nula,0
288,3,20200120,integración,nula,0
289,3,20200120,sistema,nula,0
290,3,20200122,integración,baja,1
291,3,20200122,integración,media,1
292,3,20200122,integración,nula,0
293,3,20200123,integración,nula,0
294,3,20200123,sistema,nula,0
295,3,20200124,integración,nula,0
296,3,20200125,integración,crítica,1
297,3,20200125,integración,nula,0
298,3,20200125,sistema,nula,0
299,3,20200126,integración,nula,0
300,3,20200127,sistema,alta,1
301,3,20200127,sistema,nula,0
302,3,20200128,integración,nula,0
303,3,20200128,sistema,nula,0
304,3,20200130,sistema,nula,0
305,3,20200201,sistema,nula,0
306,3,20200202,sistema,nula,0
307,3,20200203,sistema,nula,0
308,3,20200204,sistema,nula,0
309,3,20200207,integración,nula,0
310,3,20200209,sistema,nula,0
311,3,20200210,sistema,nula,0
312,4,20160602,integración,alta,1
313,4,20160605,integración,media,1
314,4,20160719,integración,nula,0
315,4,20160725,integración,nula,0
316,4,20160804,integración,nula,0
317,4,20160830,integración,nula,0
318,4,20160830,sistema,nula,0
319,4,20160902,sistema,nula,0
320,4,20160911,integración,nula,0
321,4,20160916,integración,alta,1
322,4,20160918,sistema,media,1
323,4,20160919,integración,nula,0
324,4,20160924,sistema,nula,0
325,4,20160927,integración,nula,0
326,4,20160928,integración,nula,0
327,4,20161007,integración,nula,0
328,4,20161007,sistema,nula,0
329,4,20161014,integración,nula,0
330,4,20161019,integración,nula,0
331,4,20161022,sistema,media,1
332,4,20161102,sistema,alta,1
333,4,20161105,sistema,alta,1
334,4,20161109,integración,crítica,1
335,4,20161110,integración,nula,0
336,4,20161112,integración,nula,0
337,4,20161114,integración,alta,1
338,4,20161120,integración,nula,0
339,4,20161126,integración,nula,0
340,4,20161128,sistema,crítica,1
341,4,20161206,integración,nula,0
342,4,20161206,sistema,nula,0
343,4,20161209,sistema,crítica,1
344,4,20161211,integración,nula,0
345,4,20161212,sistema,nula,0
346,4,20161215,sistema,nula,0
347,4,20161217,sistema,nula,0
348,4,20161220,integración,crítica,1
349,4,20161220,sistema,nula,0
350,4,20161223,integración,nula,0
351,4,20161226,integración,nula,0
352,4,20161228,integración,nula,0
353,4,20161229,integración,nula,0
354,4,20170101,sistema,alta,1
355,4,20170105,integración,nula,0
356,4,20170106,sistema,nula,0
357,4,20170114,sistema,nula,0
358,4,20170116,sistema,nula,0
359,4,20170125,integración,nula,0
360,4,20170130,sistema,nula,0
361,5,20220915,sistema,nula,0
362,5,20220916,integración,nula,0
363,5,20220920,integración,nula,0
364,5,20220920,sistema,nula,0
365,5,20220923,sistema,nula,0
366,5,20220926,integración,nula,0
367,5,20220927,sistema,nula,0
368,5,20220929,integración,alta,1
369,5,20220929,integración,nula,0
370,5,20220930,sistema,nula,0
371,5,20221001,integración,nula,0
372,5,20221002,integración,nula,0
373,5,20221002,sistema,nula,0
374,5,20221007,integración,nula,0
375,5,20221007,sistema,media,1
376,5,20221008,integración,nula,0
377,5,20221008,sistema,nula,0
378,5,20221009,integración,nula,0
379,5,20221009,sistema,media,1
380,5,20221009,sistema,nula,0
381,5,20221010,integración,nula,0
382,5,20221011,sistema,nula,0
383,5,20221012,integración,nula,0
384,5,20221013,integración,nula,0
385,5,20221013,sistema,nula,0
386,5,20221014,sistema,alta,1
387,5,20221015,sistema,nula,0
388,5,20221016,integración,nula,0
389,5,20221017,integración,crítica,1
390,5,20221017,integración,nula,0
391,5,20221017,sistema,nula,0
392,5,20221019,integración,nula,0
393,5,20221019,sistema,nula,0
394,5,20221020,integración,nula,0
395,5,20221020,sistema,nula,0
396,5,20221021,integración,nula,0
397,5,20221022,integración,nula,0
398,5,20221023,integración,nula,0
399,5,20221023,sistema,nula,0
400,5,20221025,integración,baja,1
401,5,20221025,integración,nula,0
402,5,20221025,sistema,nula,0
403,5,20221026,integración,nula,0
404,5,20221026,sistema,nula,0
405,5,20221027,integración,nula,0
406,5,20221027,sistema,nula,0
407,5,20221028,integración,nula,0
408,5,20221029,integración,crítica,1
409,5,20221029,sistema,nula,0
410,5,20221102,sistema,nula,0
411,6,20161201,integración,baja,1
412,6,20161201,integración,nula,0
413,6,20161202,integración,nula,0
414,6,20161203,sistema,nula,0
415,6,20161206,integración,nula,0
416,6,20161206,sistema,nula,0
417,6,20161207,integración,nula,0
418,6,20161207,sistema,nula,0
419,6,20161208,integración,nula,0
420,6,20161208,sistema,nula,0
421,6,20161209,integración,nula,0
422,6,20161210,sistema,nula,0
423,6,20161211,integración,nula,0
424,6,20161213,integración,crítica,1
425,6,20161213,integración,media,1
426,6,20161213,sistema,nula,0
427,6,20161214,integración,nula,0
428,6,20161214,sistema,nula,0
429,6,20161215,integración,alta,1
430,6,20161215,integración,crítica,1
431,6,20161215,sistema,nula,0
432,6,20161216,integración,nula,0
433,6,20161217,integración,nula,0
434,6,20161217,sistema,nula,0
435,6,20161218,integración,alta,1
436,6,20161218,integración,nula,0
437,6,20161218,sistema,nula,0
438,6,20161219,integración,nula,0
439,6,20161219,sistema,nula,0
440,6,20161220,integración,nula,0
441,6,20161220,sistema,nula,0
442,6,20161221,integración,nula,0
443,6,20161221,sistema,nula,0
444,6,20161222,integración,media,1
445,6,20161222,integración,nula,0
446,6,20161222,sistema,media,1
447,6,20161223,integración,nula,0
448,6,20161223,sistema,nula,0
449,6,20161224,integración,nula,0
450,6,20161224,sistema,nula,0
451,6,20161225,integración,nula,0
452,6,20161225,sistema,nula,0
453,6,20161226,integración,baja,1
454,6,20161226,integración,nula,0
455,6,20161226,sistema,nula,0
456,6,20161227,sistema,media,1
457,6,20161227,sistema,nula,0
458,6,20161229,integración,nula,0
459,6,20161229,sistema,nula,0
460,6,20161230,integración,nula,0
461,6,20161230,sistema,nula,0
462,6,20161231,integración,nula,0
463,6,20161231,sistema,nula,0
464,6,20170101,integración,alta,1
465,6,20170101,sistema,media,1
466,6,20170101,sistema,nula,0
467,6,20170102,integración,alta,1
468,6,20170102,integración,nula,0
469,6,20170102,sistema,media,1
470,6,20170102,sistema,nula,0
471,6,20170103,integración,alta,1
472,6,20170103,integración,nula,0
473,6,20170103,sistema,nula,0
474,6,20170104,integración,nula,0
475,6,20170104,sistema,alta,1
476,6,20170104,sistema,media,1
477,6,20170104,sistema,nula,0
478,6,20170105,integración,nula,0
479,6,20170105,sistema,crítica,1
480,6,20170105,sistema,nula,0
481,6,20170106,integración,alta,1
482,6,20170106,integración,nula,0
483,6,20170106,sistema,nula,0
484,6,20170107,integración,nula,0
485,6,20170108,sistema,nula,0
486,6,20170109,integración,nula,0
487,6,20170109,sistema,nula,0
488,6,20170110,integración,alta,1
489,6,20170112,integración,nula,0
490,7,20231011,integración,alta,1
491,7,20231013,integración,crítica,1
492,7,20231013,sistema,nula,0
493,7,20231017,integración,nula,0
494,7,20231027,sistema,baja,1
495,7,20231031,integración,nula,0
496,7,20231108,integración,nula,0
497,7,20231110,sistema,baja,1
498,7,20231112,integración,nula,0
499,7,20231116,integración,nula,0
500,7,20231117,sistema,nula,0
501,7,20231119,integración,nula,0
502,7,20231120,integración,nula,0
503,7,20231124,sistema,nula,0
504,7,20231126,sistema,nula,0
505,7,20231128,integración,nula,0
506,7,20231130,integración,nula,0
507,7,20231130,sistema,nula,0
508,7,20231201,integración,nula,0
509,7,20231202,integración,nula,0
510,7,20231203,integración,nula,0
511,7,20231207,integración,media,1
512,7,20231207,integración,nula,0
513,7,20231209,integración,nula,0
514,7,20231210,sistema,nula,0
515,7,20231212,integración,nula,0
516,7,20231213,integración,crítica,1
517,7,20231213,sistema,nula,0
518,7,20231217,sistema,nula,0
519,7,20231219,integración,media,1
520,7,20231219,integración,nula,0
521,7,20231220,sistema,nula,0
522,7,20231222,sistema,nula,0
523,7,20231223,sistema,crítica,1
524,7,20231224,integración,crítica,1
525,7,20231224,sistema,nula,0
526,7,20231230,sistema,nula,0
527,7,20240102,integración,nula,0
528,7,20240103,integración,nula,0
529,7,20240103,sistema,alta,1
530,7,20240106,integración,media,1
531,7,20240108,integración,nula,0
532,8,20200502,integración,alta,1
533,8,20200621,sistema,nula,0
534,8,20200729,integración,nula,0
535,8,20200822,sistema,nula,0
536,8,20200824,sistema,nula,0
537,8,20200904,sistema,baja,1
538,8,20200908,integración,nula,0
539,8,20200920,integración,nula,0
540,8,20201003,sistema,nula,0
541,8,20201004,sistema,nula,0
542,8,20201009,integración,nula,0
543,8,20201009,sistema,crítica,1
544,8,20201016,sistema,nula,0
545,8,20201019,sistema,nula,0
546,8,20201024,integración,nula,0
547,8,20201102,integración,nula,0
548,8,20201103,integración,nula,0
549,8,20201110,sistema,crítica,1
550,8,20201111,integración,nula,0
551,8,20201114,integración,nula,0
552,8,20201117,sistema,nula,0
553,8,20201120,sistema,nula,0
554,8,20201207,sistema,nula,0
555,8,20201217,sistema,nula,0
556,8,20201221,integración,baja,1
557,8,20201223,sistema,nula,0
558,9,20200806,sistema,nula,0
559,9,20200823,integración,nula,0
560,9,20200824,sistema,nula,0
561,9,20200826,integración,nula,0
562,9,20200828,sistema,nula,0
563,9,20200830,integración,nula,0
564,9,20200831,sistema,nula,0
565,9,20200908,sistema,nula,0
566,9,20200914,sistema,nula,0
567,9,20200915,sistema,nula,0
568,9,20200919,sistema,nula,0
569,9,20200920,sistema,nula,0
570,9,20200921,integración,nula,0
571,9,20200925,sistema,media,1
572,9,20200925,sistema,nula,0
573,9,20200926,integración,nula,0
574,9,20200927,sistema,nula,0
575,9,20200928,sistema,nula,0
576,9,20200929,integración,nula,0
577,9,20200930,integración,alta,1
578,9,20201001,integración,crítica,1
579,9,20201001,integración,nula,0
580,9,20201001,sistema,nula,0
581,9,20201004,sistema,nula,0
582,9,20201013,integración,nula,0
583,9,20201015,sistema,nula,0
584,11,20170306,sistema,nula,0
585,11,20170308,integración,nula,0
586,11,20170309,integración,nula,0
587,11,20170310,sistema,nula,0
588,11,20170311,sistema,nula,0
589,11,20170313,sistema,nula,0
590,11,20170321,sistema,nula,0
591,11,20170324,integración,nula,0
592,11,20170324,sistema,nula,0
593,11,20170325,integración,media,1
594,11,20170325,sistema,nula,0
595,11,20170326,integración,nula,0
596,11,20170327,integración,nula,0
597,11,20170328,sistema,alta,1
598,11,20170329,sistema,nula,0
599,11,20170330,sistema,nula,0
600,11,20170331,integración,nula,0
601,11,20170331,sistema,nula,0
602,11,20170403,integración,nula,0
603,11,20170404,integración,media,1
604,11,20170404,integración,nula,0
605,11,20170404,sistema,baja,1
606,11,20170404,sistema,nula,0
607,11,20170405,sistema,nula,0
608,11,20170406,sistema,baja,1
609,11,20170407,sistema,nula,0
610,11,20170408,integración,nula,0
611,11,20170408,sistema,nula,0
612,11,20170409,integración,nula,0
613,11,20170409,sistema,nula,0
614,11,20170410,sistema,crítica,1
615,11,20170410,sistema,nula,0
616,11,20170411,sistema,nula,0
617,11,20170412,integración,nula,0
618,11,20170413,integración,nula,0
619,11,20170413,sistema,alta,1
620,11,20170414,sistema,nula,0
621,11,20170415,integración,nula,0
622,11,20170415,sistema,media,1
623,11,20170415,sistema,nula,0
624,11,20170416,integración,nula,0
625,11,20170416,sistema,media,1
626,11,20170417,integración,nula,0
627,11,20170417,sistema,crítica,1
628,11,20170417,sistema,nula,0
629,11,20170418,integración,nula,0
630,11,20170418,sistema,baja,1
631,11,20170419,integración,crítica,1
632,11,20170419,sistema,baja,1
633,11,20170419,sistema,media,1
634,11,20170419,sistema,nula,0
635,11,20170420,integración,nula,0
636,11,20170420,sistema,crítica,1
637,11,20170420,sistema,nula,0
638,11,20170421,integración,nula,0
639,11,20170421,sistema,crítica,1
640,11,20170421,sistema,nula,0
641,11,20170422,integración,nula,0
642,11,20170423,sistema,nula,0
643,11,20170424,integración,nula,0
644,11,20170424,sistema,nula,0
645,11,20170425,sistema,nula,0
646,11,20170426,integración,media,1
647,11,20170426,sistema,crítica,1
648,11,20170426,sistema,nula,0
649,11,20170428,integración,baja,1
650,11,20170428,integración,crítica,1
651,11,20170428,integración,nula,0
652,11,20170428,sistema,nula,0
653,11,20170429,integración,nula,0
654,11,20170429,sistema,nula,0
655,11,20170430,integración,nula,0
656,11,20170430,sistema,nula,0
657,11,20170501,integración,nula,0
658,11,20170501,sistema,nula,0
659,11,20170502,integración,baja,1
660,11,20170502,integración,nula,0
661,11,20170502,sistema,crítica,1
662,11,20170502,sistema,nula,0
663,11,20170503,integración,nula,0
664,11,20170503,sistema,baja,1
665,11,20170503,sistema,nula,0
666,11,20170504,integración,nula,0
667,11,20170504,sistema,crítica,1
668,11,20170505,integración,nula,0
669,11,20170505,sistema,nula,0
670,11,20170506,sistema,baja,1
671,11,20170508,sistema,nula,0
672,11,20170509,sistema,nula,0
673,11,20170511,integración,nula,0
674,12,20200717,integración,nula,0
675,12,20200726,integración,nula,0
676,12,20200813,integración,crítica,1
677,12,20200815,sistema,nula,0
678,12,20200819,sistema,nula,0
679,12,20200824,integración,nula,0
680,12,20200902,integración,nula,0
681,12,20200903,sistema,baja,1
682,12,20200909,sistema,nula,0
683,12,20200914,sistema,alta,1
684,12,20200915,integración,nula,0
685,12,20200916,integración,nula,0
686,12,20200917,sistema,nula,0
687,12,20200918,sistema,nula,0
688,12,20200919,integración,nula,0
689,12,20200920,sistema,nula,0
690,12,20200922,integración,nula,0
691,12,20200923,sistema,media,1
692,12,20200924,integración,nula,0
693,12,20200925,integración,nula,0
694,12,20200926,sistema,nula,0
695,12,20200927,sistema,nula,0
696,12,20200928,sistema,baja,1
697,12,20200928,sistema,nula,0
698,12,20200930,sistema,nula,0
699,12,20201001,sistema,media,1
700,12,20201002,sistema,nula,0
701,12,20201003,integración,nula,0
702,12,20201004,integración,nula,0
703,12,20201006,integración,nula,0
704,12,20201006,sistema,nula,0
705,12,20201007,integración,nula,0
706,12,20201007,sistema,baja,1
707,12,20201007,sistema,nula,0
708,12,20201008,integración,media,1
709,12,20201008,sistema,nula,0
710,12,20201010,integración,nula,0
711,12,20201012,sistema,nula,0
712,12,20201014,integración,nula,0
713,12,20201016,integración,nula,0
714,12,20201016,sistema,nula,0
715,12,20201019,integración,nula,0
716,12,20201022,sistema,nula,0
717,12,20201023,sistema,baja,1
718,12,20201023,sistema,nula,0
719,12,20201025,integración,nula,0
720,12,20201026,integración,nula,0
721,12,20201027,integración,nula,0
722,12,20201029,integración,nula,0
723,12,20201030,sistema,nula,0
724,12,20201031,integración,nula,0
725,12,20201101,sistema,nula,0
726,12,20201103,sistema,nula,0
727,12,20201105,integración,nula,0
728,12,20201107,integración,nula,0
729,12,20201107,sistema,nula,0
730,12,20201110,integración,nula,0
731,12,20201112,integración,nula,0
732,12,20201114,integración,nula,0
733,12,20201115,integración,nula,0
734,12,20201115,sistema,nula,0
735,12,20201120,integración,nula,0
736,12,20201123,sistema,media,1
737,12,20201123,sistema,nula,0
738,13,20170415,sistema,nula,0
739,13,20170506,sistema,media,1
740,13,20170522,sistema,nula,0
741,13,20170526,sistema,nula,0
742,13,20170530,integración,nula,0
743,13,20170611,sistema,nula,0
744,13,20170613,sistema,media,1
745,13,20170618,integración,nula,0
746,13,20170619,integración,nula,0
747,13,20170627,integración,nula,0
748,13,20170709,integración,crítica,1
749,13,20170715,integración,alta,1
750,13,20170716,sistema,nula,0
751,13,20170719,integración,nula,0
752,13,20170719,sistema,nula,0
753,13,20170722,integración,nula,0
754,13,20170726,integración,nula,0
755,13,20170730,integración,crítica,1
756,13,20170807,integración,nula,0
757,13,20170810,sistema,nula,0
758,13,20170818,sistema,alta,1
759,13,20170925,sistema,nula,0
760,13,20170927,sistema,nula,0
761,13,20170929,integración,nula,0
762,13,20170930,integración,nula,0
763,13,20171016,integración,nula,0
764,14,20221231,integración,nula,0
765,14,20230103,integración,nula,0
766,14,20230105,integración,nula,0
767,14,20230109,sistema,nula,0
768,14,20230113,integración,nula,0
769,14,20230113,sistema,nula,0
770,14,20230115,integración,nula,0
771,14,20230115,sistema,nula,0
772,14,20230116,integración,nula,0
773,14,20230117,integración,nula,0
774,14,20230118,integración,media,1
775,14,20230118,integración,nula,0
776,14,20230120,integración,nula,0
777,14,20230120,sistema,nula,0
778,14,20230121,integración,nula,0
779,14,20230121,sistema,crítica,1
780,14,20230121,sistema,nula,0
781,14,20230122,integración,crítica,2
782,14,20230122,integración,nula,0
783,14,20230122,sistema,nula,0
784,14,20230123,integración,nula,0
785,14,20230123,sistema,baja,1
786,14,20230124,integración,nula,0
787,14,20230124,sistema,nula,0
788,14,20230125,integración,nula,0
789,14,20230126,integración,nula,0
790,14,20230126,sistema,nula,0
791,14,20230127,sistema,nula,0
792,14,20230128,integración,baja,1
793,14,20230128,integración,nula,0
794,14,20230128,sistema,alta,1
795,14,20230128,sistema,nula,0
796,14,20230129,integración,baja,1
797,14,20230129,sistema,nula,0
798,14,20230130,sistema,nula,0
799,14,20230131,integración,crítica,1
800,14,20230131,sistema,nula,0
801,14,20230201,integración,baja,1
802,14,20230201,integración,nula,0
803,14,20230201,sistema,crítica,1
804,14,20230201,sistema,nula,0
805,14,20230202,integración,nula,0
806,14,20230203,integración,nula,0
807,14,20230203,sistema,nula,0
808,14,20230204,integración,nula,0
809,14,20230204,sistema,nula,0
810,14,20230205,integración,nula,0
811,14,20230205,sistema,nula,0
812,14,20230206,integración,media,1
813,14,20230206,sistema,alta,1
814,14,20230207,integración,nula,0
815,14,20230207,sistema,media,1
816,14,20230208,integración,nula,0
817,14,20230208,sistema,nula,0
818,14,20230209,integración,nula,0
819,14,20230209,sistema,media,1
820,14,20230209,sistema,nula,0
821,14,20230210,integración,nula,0
822,14,20230210,sistema,crítica,1
823,14,20230210,sistema,nula,0
824,14,20230211,integración,nula,0
825,14,20230211,sistema,media,1
826,14,20230211,sistema,nula,0
827,14,20230212,integración,baja,1
828,14,20230212,integración,media,1
829,14,20230212,integración,nula,0
830,14,20230212,sistema,nula,0
831,14,20230213,integración,nula,0
832,14,20230213,sistema,nula,0
833,14,20230214,integración,nula,0
834,14,20230214,sistema,media,1
835,14,20230214,sistema,nula,0
836,14,20230215,integración,nula,0
837,14,20230215,sistema,crítica,1
838,14,20230215,sistema,nula,0
839,14,20230216,integración,crítica,1
840,14,20230216,integración,nula,0
841,14,20230216,sistema,nula,0
842,14,20230217,integración,nula,0
843,14,20230217,sistema,media,1
844,14,20230217,sistema,nula,0
