id_tiempo,fecha,año,mes
20100311,2010-03-11,2010,3
20100312,2010-03-12,2010,3
20100313,2010-03-13,2010,3
20100314,2010-03-14,2010,3
20100315,2010-03-15,2010,3
20100316,2010-03-16,2010,3
20100317,2010-03-17,2010,3
20100318,2010-03-18,2010,3
20100319,2010-03-19,2010,3
20100320,2010-03-20,2010,3
20100321,2010-03-21,2010,3
20100322,2010-03-22,2010,3
20100323,2010-03-23,2010,3
20100324,2010-03-24,2010,3
20100325,2010-03-25,2010,3
20100326,2010-03-26,2010,3
20100327,2010-03-27,2010,3
20100328,2010-03-28,2010,3
20100329,2010-03-29,2010,3
20100330,2010-03-30,2010,3
20100331,2010-03-31,2010,3
20100401,2010-04-01,2010,4
20100402,2010-04-02,2010,4
20100403,2010-04-03,2010,4
20100404,2010-04-04,2010,4
20100405,2010-04-05,2010,4
20100406,2010-04-06,2010,4
20100407,2010-04-07,2010,4
20100408,2010-04-08,2010,4
20100409,2010-04-09,2010,4
20100410,2010-04-10,2010,4
20100411,2010-04-11,2010,4
20100412,2010-04-12,2010,4
20100413,2010-04-13,2010,4
20100414,2010-04-14,2010,4
20100415,2010-04-15,2010,4
20100416,2010-04-16,2010,4
20100417,2010-04-17,2010,4
20100418,2010-04-18,2010,4
20100419,2010-04-19,2010,4
20100420,2010-04-20,2010,4
20100421,2010-04-21,2010,4
20100422,2010-04-22,2010,4
20100423,2010-04-23,2010,4
20100424,2010-04-24,2010,4
20100425,2010-04-25,2010,4
20100426,2010-04-26,2010,4
20100427,2010-04-27,2010,4
20100428,2010-04-28,2010,4
20100429,2010-04-29,2010,4
20100430,2010-04-30,2010,4
20100501,2010-05-01,2010,5
20100502,2010-05-02,2010,5
20100503,2010-05-03,2010,5
20100504,2010-05-04,2010,5
20100505,2010-05-05,2010,5
20100506,2010-05-06,2010,5
20100507,2010-05-07,2010,5
20100508,2010-05-08,2010,5
20100509,2010-05-09,2010,5
20100510,2010-05-10,2010,5
20100511,2010-05-11,2010,5
20100512,2010-05-12,2010,5
20100513,2010-05-13,2010,5
20100514,2010-05-14,2010,5
20100515,2010-05-15,2010,5
20100516,2010-05-16,2010,5
20100517,2010-05-17,2010,5
20100518,2010-05-18,2010,5
20100519,2010-05-19,2010,5
20100520,2010-05-20,2010,5
20100521,2010-05-21,2010,5
20100522,2010-05-22,2010,5
20100523,2010-05-23,2010,5
20100524,2010-05-24,2010,5
20100525,2010-05-25,2010,5
20100526,2010-05-26,2010,5
20100527,2010-05-27,2010,5
20100528,2010-05-28,2010,5
20100529,2010-05-29,2010,5
20100530,2010-05-30,2010,5
20100531,2010-05-31,2010,5
20100601,2010-06-01,2010,6
20100602,2010-06-02,2010,6
20100603,2010-06-03,2010,6
20100604,2010-06-04,2010,6
20100605,2010-06-05,2010,6
20100606,2010-06-06,2010,6
20100607,2010-06-07,2010,6
20100608,2010-06-08,2010,6
20100609,2010-06-09,2010,6
20100610,2010-06-10,2010,6
20100611,2010-06-11,2010,6
20100612,2010-06-12,2010,6
20100613,2010-06-13,2010,6
20100614,2010-06-14,2010,6
20100615,2010-06-15,2010,6
20100616,2010-06-16,2010,6
20100617,2010-06-17,2010,6
20100618,2010-06-18,2010,6
20100619,2010-06-19,2010,6
20100620,2010-06-20,2010,6
20100621,2010-06-21,2010,6
20100622,2010-06-22,2010,6
20100623,2010-06-23,2010,6
20100624,2010-06-24,2010,6
20100625,2010-06-25,2010,6
20100626,2010-06-26,2010,6
20100627,2010-06-27,2010,6
20100628,2010-06-28,2010,6
20100629,2010-06-29,2010,6
20100630,2010-06-30,2010,6
20100701,2010-07-01,2010,7
20100702,2010-07-02,2010,7
20100703,2010-07-03,2010,7
20100704,2010-07-04,2010,7
20100705,2010-07-05,2010,7
20100706,2010-07-06,2010,7
20100707,2010-07-07,2010,7
20100708,2010-07-08,2010,7
20100709,2010-07-09,2010,7
20100710,2010-07-10,2010,7
20100711,2010-07-11,2010,7
20100712,2010-07-12,2010,7
20100713,2010-07-13,2010,7
20100714,2010-07-14,2010,7
20100715,2010-07-15,2010,7
20100716,2010-07-16,2010,7
20100717,2010-07-17,2010,7
20100718,2010-07-18,2010,7
20100719,2010-07-19,2010,7
20100720,2010-07-20,2010,7
20100721,2010-07-21,2010,7
20100722,2010-07-22,2010,7
20100723,2010-07-23,2010,7
20100724,2010-07-24,2010,7
20100725,2010-07-25,2010,7
20100726,2010-07-26,2010,7
20100727,2010-07-27,2010,7
20100728,2010-07-28,2010,7
20100729,2010-07-29,2010,7
20100730,2010-07-30,2010,7
20100731,2010-07-31,2010,7
20100801,2010-08-01,2010,8
20100802,2010-08-02,2010,8
20100803,2010-08-03,2010,8
20100804,2010-08-04,2010,8
20100805,2010-08-05,2010,8
20100806,2010-08-06,2010,8
20100807,2010-08-07,2010,8
20100808,2010-08-08,2010,8
20100809,2010-08-09,2010,8
20100810,2010-08-10,2010,8
20100811,2010-08-11,2010,8
20100812,2010-08-12,2010,8
20100813,2010-08-13,2010,8
20100814,2010-08-14,2010,8
20100815,2010-08-15,2010,8
20100816,2010-08-16,2010,8
20100817,2010-08-17,2010,8
20100818,2010-08-18,2010,8
20100819,2010-08-19,2010,8
20100820,2010-08-20,2010,8
20100821,2010-08-21,2010,8
20100822,2010-08-22,2010,8
20100823,2010-08-23,2010,8
20100824,2010-08-24,2010,8
20100825,2010-08-25,2010,8
20100826,2010-08-26,2010,8
20100827,2010-08-27,2010,8
20100828,2010-08-28,2010,8
20100829,2010-08-29,2010,8
20100830,2010-08-30,2010,8
20100831,2010-08-31,2010,8
20100901,2010-09-01,2010,9
20100902,2010-09-02,2010,9
20100903,2010-09-03,2010,9
20100904,2010-09-04,2010,9
20100905,2010-09-05,2010,9
20100906,2010-09-06,2010,9
20100907,2010-09-07,2010,9
20100908,2010-09-08,2010,9
20100909,2010-09-09,2010,9
20100910,2010-09-10,2010,9
20100911,2010-09-11,2010,9
20100912,2010-09-12,2010,9
20100913,2010-09-13,2010,9
20100914,2010-09-14,2010,9
20100915,2010-09-15,2010,9
20100916,2010-09-16,2010,9
20100917,2010-09-17,2010,9
20100918,2010-09-18,2010,9
20100919,2010-09-19,2010,9
20100920,2010-09-20,2010,9
20100921,2010-09-21,2010,9
20100922,2010-09-22,2010,9
20100923,2010-09-23,2010,9
20100924,2010-09-24,2010,9
20100925,2010-09-25,2010,9
20100926,2010-09-26,2010,9
20100927,2010-09-27,2010,9
20100928,2010-09-28,2010,9
20100929,2010-09-29,2010,9
20100930,2010-09-30,2010,9
20101001,2010-10-01,2010,10
20101002,2010-10-02,2010,10
20101003,2010-10-03,2010,10
20101004,2010-10-04,2010,10
20101005,2010-10-05,2010,10
20101006,2010-10-06,2010,10
20101007,2010-10-07,2010,10
20101008,2010-10-08,2010,10
20101009,2010-10-09,2010,10
20101010,2010-10-10,2010,10
20101011,2010-10-11,2010,10
20101012,2010-10-12,2010,10
20101013,2010-10-13,2010,10
20101014,2010-10-14,2010,10
20101015,2010-10-15,2010,10
20101016,2010-10-16,2010,10
20101017,2010-10-17,2010,10
20101018,2010-10-18,2010,10
20101019,2010-10-19,2010,10
20101020,2010-10-20,2010,10
20101021,2010-10-21,2010,10
20101022,2010-10-22,2010,10
20101023,2010-10-23,2010,10
20101024,2010-10-24,2010,10
20101025,2010-10-25,2010,10
20101026,2010-10-26,2010,10
20101027,2010-10-27,2010,10
20101028,2010-10-28,2010,10
20101029,2010-10-29,2010,10
20101030,2010-10-30,2010,10
20101031,2010-10-31,2010,10
20101101,2010-11-01,2010,11
20101102,2010-11-02,2010,11
20101103,2010-11-03,2010,11
20101104,2010-11-04,2010,11
20101105,2010-11-05,2010,11
20101106,2010-11-06,2010,11
20101107,2010-11-07,2010,11
20101108,2010-11-08,2010,11
20101109,2010-11-09,2010,11
20101110,2010-11-10,2010,11
20101111,2010-11-11,2010,11
20101112,2010-11-12,2010,11
20101113,2010-11-13,2010,11
20101114,2010-11-14,2010,11
20101115,2010-11-15,2010,11
20101116,2010-11-16,2010,11
20101117,2010-11-17,2010,11
20101118,2010-11-18,2010,11
20101119,2010-11-19,2010,11
20101120,2010-11-20,2010,11
20101121,2010-11-21,2010,11
20101122,2010-11-22,2010,11
20101123,2010-11-23,2010,11
20101124,2010-11-24,2010,11
20101125,2010-11-25,2010,11
20101126,2010-11-26,2010,11
20101127,2010-11-27,2010,11
20101128,2010-11-28,2010,11
20101129,2010-11-29,2010,11
20101130,2010-11-30,2010,11
20101201,2010-12-01,2010,12
20101202,2010-12-02,2010,12
20101203,2010-12-03,2010,12
20101204,2010-12-04,2010,12
20101205,2010-12-05,2010,12
20101206,2010-12-06,2010,12
20101207,2010-12-07,2010,12
20101208,2010-12-08,2010,12
20101209,2010-12-09,2010,12
20101210,2010-12-10,2010,12
20101211,2010-12-11,2010,12
20101212,2010-12-12,2010,12
20101213,2010-12-13,2010,12
20101214,2010-12-14,2010,12
20101215,2010-12-15,2010,12
20101216,2010-12-16,2010,12
20101217,2010-12-17,2010,12
20101218,2010-12-18,2010,12
20101219,2010-12-19,2010,12
20101220,2010-12-20,2010,12
20101221,2010-12-21,2010,12
20101222,2010-12-22,2010,12
20101223,2010-12-23,2010,12
20101224,2010-12-24,2010,12
20101225,2010-12-25,2010,12
20101226,2010-12-26,2010,12
20101227,2010-12-27,2010,12
20101228,2010-12-28,2010,12
20101229,2010-12-29,2010,12
20101230,2010-12-30,2010,12
20101231,2010-12-31,2010,12
20110101,2011-01-01,2011,1
20110102,2011-01-02,2011,1
20110103,2011-01-03,2011,1
20110104,2011-01-04,2011,1
20110105,2011-01-05,2011,1
20110106,2011-01-06,2011,1
20110107,2011-01-07,2011,1
20110108,2011-01-08,2011,1
20110109,2011-01-09,2011,1
20110110,2011-01-10,2011,1
20110111,2011-01-11,2011,1
20110112,2011-01-12,2011,1
20110113,2011-01-13,2011,1
20110114,2011-01-14,2011,1
20110115,2011-01-15,2011,1
20110116,2011-01-16,2011,1
20110117,2011-01-17,2011,1
20110118,2011-01-18,2011,1
20110119,2011-01-19,2011,1
20110120,2011-01-20,2011,1
20110121,2011-01-21,2011,1
20110122,2011-01-22,2011,1
20110123,2011-01-23,2011,1
20110124,2011-01-24,2011,1
20110125,2011-01-25,2011,1
20110126,2011-01-26,2011,1
20110127,2011-01-27,2011,1
20110128,2011-01-28,2011,1
20110129,2011-01-29,2011,1
20110130,2011-01-30,2011,1
20110131,2011-01-31,2011,1
20110201,2011-02-01,2011,2
20110202,2011-02-02,2011,2
20110203,2011-02-03,2011,2
20110204,2011-02-04,2011,2
20110205,2011-02-05,2011,2
20110206,2011-02-06,2011,2
20110207,2011-02-07,2011,2
20110208,2011-02-08,2011,2
20110209,2011-02-09,2011,2
20110210,2011-02-10,2011,2
20110211,2011-02-11,2011,2
20110212,2011-02-12,2011,2
20110213,2011-02-13,2011,2
20110214,2011-02-14,2011,2
20110215,2011-02-15,2011,2
20110216,2011-02-16,2011,2
20110217,2011-02-17,2011,2
20110218,2011-02-18,2011,2
20110219,2011-02-19,2011,2
20110220,2011-02-20,2011,2
20110221,2011-02-21,2011,2
20110222,2011-02-22,2011,2
20110223,2011-02-23,2011,2
20110224,2011-02-24,2011,2
20110225,2011-02-25,2011,2
20110226,2011-02-26,2011,2
20110227,2011-02-27,2011,2
20110228,2011-02-28,2011,2
20110301,2011-03-01,2011,3
20110302,2011-03-02,2011,3
20110303,2011-03-03,2011,3
20110304,2011-03-04,2011,3
20110305,2011-03-05,2011,3
20110306,2011-03-06,2011,3
20110307,2011-03-07,2011,3
20110308,2011-03-08,2011,3
20110309,2011-03-09,2011,3
20110310,2011-03-10,2011,3
20110311,2011-03-11,2011,3
20110312,2011-03-12,2011,3
20110313,2011-03-13,2011,3
20110314,2011-03-14,2011,3
20110315,2011-03-15,2011,3
20110316,2011-03-16,2011,3
20110317,2011-03-17,2011,3
20110318,2011-03-18,2011,3
20110319,2011-03-19,2011,3
20110320,2011-03-20,2011,3
20110321,2011-03-21,2011,3
20110322,2011-03-22,2011,3
20110323,2011-03-23,2011,3
20110324,2011-03-24,2011,3
20110325,2011-03-25,2011,3
20110326,2011-03-26,2011,3
20110327,2011-03-27,2011,3
20110328,2011-03-28,2011,3
20110329,2011-03-29,2011,3
20110330,2011-03-30,2011,3
20110331,2011-03-31,2011,3
20110401,2011-04-01,2011,4
20110402,2011-04-02,2011,4
20110403,2011-04-03,2011,4
20110404,2011-04-04,2011,4
20110405,2011-04-05,2011,4
20110406,2011-04-06,2011,4
20110407,2011-04-07,2011,4
20110408,2011-04-08,2011,4
20110409,2011-04-09,2011,4
20110410,2011-04-10,2011,4
20110411,2011-04-11,2011,4
20110412,2011-04-12,2011,4
20110413,2011-04-13,2011,4
20110414,2011-04-14,2011,4
20110415,2011-04-15,2011,4
20110416,2011-04-16,2011,4
20110417,2011-04-17,2011,4
20110418,2011-04-18,2011,4
20110419,2011-04-19,2011,4
20110420,2011-04-20,2011,4
20110421,2011-04-21,2011,4
20110422,2011-04-22,2011,4
20110423,2011-04-23,2011,4
20110424,2011-04-24,2011,4
20110425,2011-04-25,2011,4
20110426,2011-04-26,2011,4
20110427,2011-04-27,2011,4
20110428,2011-04-28,2011,4
20110429,2011-04-29,2011,4
20110430,2011-04-30,2011,4
20110501,2011-05-01,2011,5
20110502,2011-05-02,2011,5
20110503,2011-05-03,2011,5
20110504,2011-05-04,2011,5
20110505,2011-05-05,2011,5
20110506,2011-05-06,2011,5
20110507,2011-05-07,2011,5
20110508,2011-05-08,2011,5
20110509,2011-05-09,2011,5
20110510,2011-05-10,2011,5
20110511,2011-05-11,2011,5
20110512,2011-05-12,2011,5
20110513,2011-05-13,2011,5
20110514,2011-05-14,2011,5
20110515,2011-05-15,2011,5
20110516,2011-05-16,2011,5
20110517,2011-05-17,2011,5
20110518,2011-05-18,2011,5
20110519,2011-05-19,2011,5
20110520,2011-05-20,2011,5
20110521,2011-05-21,2011,5
20110522,2011-05-22,2011,5
20110523,2011-05-23,2011,5
20110524,2011-05-24,2011,5
20110525,2011-05-25,2011,5
20110526,2011-05-26,2011,5
20110527,2011-05-27,2011,5
20110528,2011-05-28,2011,5
20110529,2011-05-29,2011,5
20110530,2011-05-30,2011,5
20110531,2011-05-31,2011,5
20110601,2011-06-01,2011,6
20110602,2011-06-02,2011,6
20110603,2011-06-03,2011,6
20110604,2011-06-04,2011,6
20110605,2011-06-05,2011,6
20110606,2011-06-06,2011,6
20110607,2011-06-07,2011,6
20110608,2011-06-08,2011,6
20110609,2011-06-09,2011,6
20110610,2011-06-10,2011,6
20110611,2011-06-11,2011,6
20110612,2011-06-12,2011,6
20110613,2011-06-13,2011,6
20110614,2011-06-14,2011,6
20110615,2011-06-15,2011,6
20110616,2011-06-16,2011,6
20110617,2011-06-17,2011,6
20110618,2011-06-18,2011,6
20110619,2011-06-19,2011,6
20110620,2011-06-20,2011,6
20110621,2011-06-21,2011,6
20110622,2011-06-22,2011,6
20110623,2011-06-23,2011,6
20110624,2011-06-24,2011,6
20110625,2011-06-25,2011,6
20110626,2011-06-26,2011,6
20110627,2011-06-27,2011,6
20110628,2011-06-28,2011,6
20110629,2011-06-29,2011,6
20110630,2011-06-30,2011,6
20110701,2011-07-01,2011,7
20110702,2011-07-02,2011,7
20110703,2011-07-03,2011,7
20110704,2011-07-04,2011,7
20110705,2011-07-05,2011,7
20110706,2011-07-06,2011,7
20110707,2011-07-07,2011,7
20110708,2011-07-08,2011,7
20110709,2011-07-09,2011,7
20110710,2011-07-10,2011,7
20110711,2011-07-11,2011,7
20110712,2011-07-12,2011,7
20110713,2011-07-13,2011,7
20110714,2011-07-14,2011,7
20110715,2011-07-15,2011,7
20110716,2011-07-16,2011,7
20110717,2011-07-17,2011,7
20110718,2011-07-18,2011,7
20110719,2011-07-19,2011,7
20110720,2011-07-20,2011,7
20110721,2011-07-21,2011,7
20110722,2011-07-22,2011,7
20110723,2011-07-23,2011,7
20110724,2011-07-24,2011,7
20110725,2011-07-25,2011,7
20110726,2011-07-26,2011,7
20110727,2011-07-27,2011,7
20110728,2011-07-28,2011,7
20110729,2011-07-29,2011,7
20110730,2011-07-30,2011,7
20110731,2011-07-31,2011,7
20110801,2011-08-01,2011,8
20110802,2011-08-02,2011,8
20110803,2011-08-03,2011,8
20110804,2011-08-04,2011,8
20110805,2011-08-05,2011,8
20110806,2011-08-06,2011,8
20110807,2011-08-07,2011,8
20110808,2011-08-08,2011,8
20110809,2011-08-09,2011,8
20110810,2011-08-10,2011,8
20110811,2011-08-11,2011,8
20110812,2011-08-12,2011,8
20110813,2011-08-13,2011,8
20110814,2011-08-14,2011,8
20110815,2011-08-15,2011,8
20110816,2011-08-16,2011,8
20110817,2011-08-17,2011,8
20110818,2011-08-18,2011,8
20110819,2011-08-19,2011,8
20110820,2011-08-20,2011,8
20110821,2011-08-21,2011,8
20110822,2011-08-22,2011,8
20110823,2011-08-23,2011,8
20110824,2011-08-24,2011,8
20110825,2011-08-25,2011,8
20110826,2011-08-26,2011,8
20110827,2011-08-27,2011,8
20110828,2011-08-28,2011,8
20110829,2011-08-29,2011,8
20110830,2011-08-30,2011,8
20110831,2011-08-31,2011,8
20110901,2011-09-01,2011,9
20110902,2011-09-02,2011,9
20110903,2011-09-03,2011,9
20110904,2011-09-04,2011,9
20110905,2011-09-05,2011,9
20110906,2011-09-06,2011,9
20110907,2011-09-07,2011,9
20110908,2011-09-08,2011,9
20110909,2011-09-09,2011,9
20110910,2011-09-10,2011,9
20110911,2011-09-11,2011,9
20110912,2011-09-12,2011,9
20110913,2011-09-13,2011,9
20110914,2011-09-14,2011,9
20110915,2011-09-15,2011,9
20110916,2011-09-16,2011,9
20110917,2011-09-17,2011,9
20110918,2011-09-18,2011,9
20110919,2011-09-19,2011,9
20110920,2011-09-20,2011,9
20110921,2011-09-21,2011,9
20110922,2011-09-22,2011,9
20110923,2011-09-23,2011,9
20110924,2011-09-24,2011,9
20110925,2011-09-25,2011,9
20110926,2011-09-26,2011,9
20110927,2011-09-27,2011,9
20110928,2011-09-28,2011,9
20110929,2011-09-29,2011,9
20110930,2011-09-30,2011,9
20111001,2011-10-01,2011,10
20111002,2011-10-02,2011,10
20111003,2011-10-03,2011,10
20111004,2011-10-04,2011,10
20111005,2011-10-05,2011,10
20111006,2011-10-06,2011,10
20111007,2011-10-07,2011,10
20111008,2011-10-08,2011,10
20111009,2011-10-09,2011,10
20111010,2011-10-10,2011,10
20111011,2011-10-11,2011,10
20111012,2011-10-12,2011,10
20111013,2011-10-13,2011,10
20111014,2011-10-14,2011,10
20111015,2011-10-15,2011,10
20111016,2011-10-16,2011,10
20111017,2011-10-17,2011,10
20111018,2011-10-18,2011,10
20111019,2011-10-19,2011,10
20111020,2011-10-20,2011,10
20111021,2011-10-21,2011,10
20111022,2011-10-22,2011,10
20111023,2011-10-23,2011,10
20111024,2011-10-24,2011,10
20111025,2011-10-25,2011,10
20111026,2011-10-26,2011,10
20111027,2011-10-27,2011,10
20111028,2011-10-28,2011,10
20111029,2011-10-29,2011,10
20111030,2011-10-30,2011,10
20111031,2011-10-31,2011,10
20111101,2011-11-01,2011,11
20111102,2011-11-02,2011,11
20111103,2011-11-03,2011,11
20111104,2011-11-04,2011,11
20111105,2011-11-05,2011,11
20111106,2011-11-06,2011,11
20111107,2011-11-07,2011,11
20111108,2011-11-08,2011,11
20111109,2011-11-09,2011,11
20111110,2011-11-10,2011,11
20111111,2011-11-11,2011,11
20111112,2011-11-12,2011,11
20111113,2011-11-13,2011,11
20111114,2011-11-14,2011,11
20111115,2011-11-15,2011,11
20111116,2011-11-16,2011,11
20111117,2011-11-17,2011,11
20111118,2011-11-18,2011,11
20111119,2011-11-19,2011,11
20111120,2011-11-20,2011,11
20111121,2011-11-21,2011,11
20111122,2011-11-22,2011,11
20111123,2011-11-23,2011,11
20111124,2011-11-24,2011,11
20111125,2011-11-25,2011,11
20111126,2011-11-26,2011,11
20111127,2011-11-27,2011,11
20111128,2011-11-28,2011,11
20111129,2011-11-29,2011,11
20111130,2011-11-30,2011,11
20111201,2011-12-01,2011,12
20111202,2011-12-02,2011,12
20111203,2011-12-03,2011,12
20111204,2011-12-04,2011,12
20111205,2011-12-05,2011,12
20111206,2011-12-06,2011,12
20111207,2011-12-07,2011,12
20111208,2011-12-08,2011,12
20111209,2011-12-09,2011,12
20111210,2011-12-10,2011,12
20111211,2011-12-11,2011,12
20111212,2011-12-12,2011,12
20111213,2011-12-13,2011,12
20111214,2011-12-14,2011,12
20111215,2011-12-15,2011,12
20111216,2011-12-16,2011,12
20111217,2011-12-17,2011,12
20111218,2011-12-18,2011,12
20111219,2011-12-19,2011,12
20111220,2011-12-20,2011,12
20111221,2011-12-21,2011,12
20111222,2011-12-22,2011,12
20111223,2011-12-23,2011,12
20111224,2011-12-24,2011,12
20111225,2011-12-25,2011,12
20111226,2011-12-26,2011,12
20111227,2011-12-27,2011,12
20111228,2011-12-28,2011,12
20111229,2011-12-29,2011,12
20111230,2011-12-30,2011,12
20111231,2011-12-31,2011,12
20120101,2012-01-01,2012,1
20120102,2012-01-02,2012,1
20120103,2012-01-03,2012,1
20120104,2012-01-04,2012,1
20120105,2012-01-05,2012,1
20120106,2012-01-06,2012,1
20120107,2012-01-07,2012,1
20120108,2012-01-08,2012,1
20120109,2012-01-09,2012,1
20120110,2012-01-10,2012,1
20120111,2012-01-11,2012,1
20120112,2012-01-12,2012,1
20120113,2012-01-13,2012,1
20120114,2012-01-14,2012,1
20120115,2012-01-15,2012,1
20120116,2012-01-16,2012,1
20120117,2012-01-17,2012,1
20120118,2012-01-18,2012,1
20120119,2012-01-19,2012,1
20120120,2012-01-20,2012,1
20120121,2012-01-21,2012,1
20120122,2012-01-22,2012,1
20120123,2012-01-23,2012,1
20120124,2012-01-24,2012,1
20120125,2012-01-25,2012,1
20120126,2012-01-26,2012,1
20120127,2012-01-27,2012,1
20120128,2012-01-28,2012,1
20120129,2012-01-29,2012,1
20120130,2012-01-30,2012,1
20120131,2012-01-31,2012,1
20120201,2012-02-01,2012,2
20120202,2012-02-02,2012,2
20120203,2012-02-03,2012,2
20120204,2012-02-04,2012,2
20120205,2012-02-05,2012,2
20120206,2012-02-06,2012,2
20120207,2012-02-07,2012,2
20120208,2012-02-08,2012,2
20120209,2012-02-09,2012,2
20120210,2012-02-10,2012,2
20120211,2012-02-11,2012,2
20120212,2012-02-12,2012,2
20120213,2012-02-13,2012,2
20120214,2012-02-14,2012,2
20120215,2012-02-15,2012,2
20120216,2012-02-16,2012,2
20120217,2012-02-17,2012,2
20120218,2012-02-18,2012,2
20120219,2012-02-19,2012,2
20120220,2012-02-20,2012,2
20120221,2012-02-21,2012,2
20120222,2012-02-22,2012,2
20120223,2012-02-23,2012,2
20120224,2012-02-24,2012,2
20120225,2012-02-25,2012,2
20120226,2012-02-26,2012,2
20120227,2012-02-27,2012,2
20120228,2012-02-28,2012,2
20120229,2012-02-29,2012,2
20120301,2012-03-01,2012,3
20120302,2012-03-02,2012,3
20120303,2012-03-03,2012,3
20120304,2012-03-04,2012,3
20120305,2012-03-05,2012,3
20120306,2012-03-06,2012,3
20120307,2012-03-07,2012,3
20120308,2012-03-08,2012,3
20120309,2012-03-09,2012,3
20120310,2012-03-10,2012,3
20120311,2012-03-11,2012,3
20120312,2012-03-12,2012,3
20120313,2012-03-13,2012,3
20120314,2012-03-14,2012,3
20120315,2012-03-15,2012,3
20120316,2012-03-16,2012,3
20120317,2012-03-17,2012,3
20120318,2012-03-18,2012,3
20120319,2012-03-19,2012,3
20120320,2012-03-20,2012,3
20120321,2012-03-21,2012,3
20120322,2012-03-22,2012,3
20120323,2012-03-23,2012,3
20120324,2012-03-24,2012,3
20120325,2012-03-25,2012,3
20120326,2012-03-26,2012,3
20120327,2012-03-27,2012,3
20120328,2012-03-28,2012,3
20120329,2012-03-29,2012,3
20120330,2012-03-30,2012,3
20120331,2012-03-31,2012,3
20120401,2012-04-01,2012,4
20120402,2012-04-02,2012,4
20120403,2012-04-03,2012,4
20120404,2012-04-04,2012,4
20120405,2012-04-05,2012,4
20120406,2012-04-06,2012,4
20120407,2012-04-07,2012,4
20120408,2012-04-08,2012,4
20120409,2012-04-09,2012,4
20120410,2012-04-10,2012,4
20120411,2012-04-11,2012,4
20120412,2012-04-12,2012,4
20120413,2012-04-13,2012,4
20120414,2012-04-14,2012,4
20120415,2012-04-15,2012,4
20120416,2012-04-16,2012,4
20120417,2012-04-17,2012,4
20120418,2012-04-18,2012,4
20120419,2012-04-19,2012,4
20120420,2012-04-20,2012,4
20120421,2012-04-21,2012,4
20120422,2012-04-22,2012,4
20120423,2012-04-23,2012,4
20120424,2012-04-24,2012,4
20120425,2012-04-25,2012,4
20120426,2012-04-26,2012,4
20120427,2012-04-27,2012,4
20120428,2012-04-28,2012,4
20120429,2012-04-29,2012,4
20120430,2012-04-30,2012,4
20120501,2012-05-01,2012,5
20120502,2012-05-02,2012,5
20120503,2012-05-03,2012,5
20120504,2012-05-04,2012,5
20120505,2012-05-05,2012,5
20120506,2012-05-06,2012,5
20120507,2012-05-07,2012,5
20120508,2012-05-08,2012,5
20120509,2012-05-09,2012,5
20120510,2012-05-10,2012,5
20120511,2012-05-11,2012,5
20120512,2012-05-12,2012,5
20120513,2012-05-13,2012,5
20120514,2012-05-14,2012,5
20120515,2012-05-15,2012,5
20120516,2012-05-16,2012,5
20120517,2012-05-17,2012,5
20120518,2012-05-18,2012,5
20120519,2012-05-19,2012,5
20120520,2012-05-20,2012,5
20120521,2012-05-21,2012,5
20120522,2012-05-22,2012,5
